run_name,model,dataset,version,seed,mode,protocol_variant,metric_definition_version,freq_rmse,freq_mae,freq_normalized_gini,freq_calibration_factor,freq_horizon_abs_bias_pct,bias_pct,freq_weekly_mae,freq_weekly_total_true,freq_weekly_total_pred,freq_valendin_mape,freq_horizon_bias_pct,freq_weekly_mean_pct_mape,freq_weekly_mean_pct_bias_pct,freq_weekly_bias_pct,freq_weekly_mape,freq_mape,freq_mase,freq_mase_scale,smearing_factor,spend_calibration_factor,spend_mae_raw,spend_rmse_raw,spend_normalized_gini,spend_mae_log,spend_rmse_log,spend_r2_log,spend_bias_pct,spend_weekly_mae,spend_weekly_total_true,spend_weekly_total_pred,spend_valendin_mape,spend_horizon_abs_bias_pct,spend_horizon_bias_pct,spend_weekly_mean_pct_mape,spend_weekly_mean_pct_bias_pct,spend_weekly_bias_pct,spend_weekly_mape,spend_mase,spend_mase_scale,clv_mae,clv_rmse,clv_spearman,clv_decile_lift,clv_normalized_gini,clv_total_true,clv_total_pred,calibration_temperature_source,validation_temperature,smearing_source,calibration_source,validation_freq_true_total,validation_freq_pred_total,validation_spend_true_total,validation_spend_pred_total,validation_freq_calibration_factor,validation_spend_calibration_factor,validation_rolling_origin_count,protocol_name,cohort_size,calibration_weeks,holdout_weeks,inference_mode,n_scenarios,run_valid,run_invalid_reason,run_warning,epochs_completed,max_epochs_configured
extension3_transformer_none_dunnhumby_final_seed123_sample,extension3_transformer_none,dunnhumby,final,123,sample,strict,valendin_aggregate_mape_v1,3.737766981124878,2.2123053073883057,0.8222880909146957,1.0586632117623562,3.154588813267176,-3.1545880669853434,93.62819597776979,11872.0,11497.48721608892,3.154588813267176,-3.154588813267176,3.1451617032387933,-3.1451617032387933,-3.154588813267176,3.154588813267176,3.154588813267176,1.0238332599686573,0.8235297098438245,1.370388299713764,0.9848136591786305,68.35794830322266,108.49988555908203,0.8027811917626116,1.0630069971084595,1.5531158447265625,0.45209234952926636,-3.5263517615734354,3060.215885158417,347125.7604829216,334884.896942288,3.526348353865807,3.5263483538657985,-3.5263483538657985,3.547395397087393,-3.547395397087393,-3.526348353865807,3.526348353865807,1.0043115449983306,27.51521755817735,68.18014526367188,108.21283721923828,0.7679035656320928,3.3366166920882057,0.8027829175592821,346205.21875,334005.75,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1982.4108276367188,63355.44140625,65339.9921875,1.0586632117623562,0.9848136591786305,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_transformer_none_dunnhumby_final_seed42_sample,extension3_transformer_none,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.694528102874756,2.1466729640960693,0.8331956983471995,1.073581028426136,3.562705461663819,-3.5627092633928568,105.74109810218215,11872.0,11449.035607591271,3.562705461663819,-3.562705461663819,3.549862255419251,-3.549862255419251,-3.562705461663819,3.562705461663819,3.562705461663819,1.0043899000648342,0.8235297098438245,1.3927542286412105,0.9889500673810203,66.35992431640625,105.56586456298828,0.8092429517115249,1.0185332298278809,1.492550015449524,0.4939919114112854,-2.1791364512716216,1891.0874370027122,347125.7604829216,339561.4107349108,2.1791381133705894,2.179138113370577,-2.179138113370577,2.0871791720243342,-2.0871791720243342,-2.1791381133705894,2.1791381133705894,0.9889137984978902,27.51521755817735,66.1844482421875,105.28518676757812,0.7770765350787893,3.3428937201326736,0.8092408867467045,346205.21875,338650.625,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1930.8518676757812,63355.44140625,64787.23046875,1.073581028426136,0.9889500673810203,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_transformer_none_dunnhumby_final_seed7_sample,extension3_transformer_none,dunnhumby,final,7,sample,strict,valendin_aggregate_mape_v1,3.7273013591766357,2.2022194862365723,0.8278977550730069,1.0948026945834455,8.212666978778422,-8.212666884265499,243.7519559301436,11872.0,10896.992176279426,8.212666978778422,-8.212666978778422,8.193571630482928,-8.193571630482928,-8.212666978778422,8.212666978778422,8.212666978778422,1.001176559017744,0.8235297098438245,1.381562879155843,1.0003197988527837,68.48625183105469,110.2836685180664,0.8035778874996838,1.0165367126464844,1.4664266109466553,0.5115498304367065,-5.797718838202006,5031.34224858402,347125.7604829216,327000.39148858556,5.797716933003662,5.797716933003653,-5.797716933003653,5.668681558589288,-5.668681558589288,-5.797716933003662,5.797716933003662,0.9877020078026321,27.51521755817735,68.30281829833984,109.98526000976562,0.7707079195131622,3.3651064636969443,0.8035735495602497,346205.21875,326130.0625,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1861.9619750976562,63355.44140625,63314.9453125,1.0948026945834455,1.0003197988527837,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_transformer_static_dunnhumby_final_seed123_sample,extension3_transformer_static,dunnhumby,final,123,sample,strict,valendin_aggregate_mape_v1,3.64530873298645,2.191040277481079,0.8295095452297582,1.0528938817545672,0.8177176814820025,-0.8177230300286389,24.269860786385834,11872.0,11774.920556854457,0.8177176814820025,-0.8177176814820025,0.8117621203671219,-0.8117621203671219,-0.8177176814820025,0.8177176814820025,0.8177176814820025,1.0242697266628262,0.8235297098438245,1.3678367444834483,0.9943690550868614,67.99857330322266,106.3147201538086,0.811602993373447,1.0629879236221313,1.5724714994430542,0.4383506774902344,1.154318715912029,1278.29592416999,347125.7604829216,351132.67074574763,1.473006120193009,1.1543108345665842,1.1543108345665842,1.4290054093533677,1.102787270243714,1.1543108345665718,1.473006120193009,1.0135571481674654,27.51521755817735,67.82170867919922,106.03410339355469,0.7764643781532782,3.3305327305303996,0.8116067345947423,346205.21875,350208.65625,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,2003.0968627929688,63355.44140625,64077.0703125,1.0528938817545672,0.9943690550868614,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_transformer_static_dunnhumby_final_seed42_sample,extension3_transformer_static,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.664348602294922,2.151501417160034,0.8337174194137715,1.0970200718703027,5.592222289041668,-5.592218692090634,165.97715753875673,11872.0,11208.091369844973,5.592222289041668,-5.592222289041668,5.579027559294455,-5.579027559294455,-5.592222289041668,5.592222289041668,5.592222289041668,0.9976744171112971,0.8235297098438245,1.4072025038147085,1.0055571411044597,67.37865447998047,107.79499053955078,0.8119102198046517,1.0121623277664185,1.4747424125671387,0.5059943199157715,-0.3556708195805123,2257.115007881468,347125.7604829216,345891.1398281107,2.600919049904413,0.35566955707732933,-0.35566955707732933,2.5563338434889262,-0.21736348974651193,-0.35566955707734615,2.600919049904413,0.9950081815907492,27.51521755817735,67.20004272460938,107.50809478759766,0.7791855250743117,3.3255658785510356,0.8119025144278513,346205.21875,344962.625,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1855.0465087890625,63355.44140625,62659.03125,1.0970200718703027,1.0055571411044597,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_transformer_static_dunnhumby_final_seed7_sample,extension3_transformer_static,dunnhumby,final,7,sample,strict,valendin_aggregate_mape_v1,3.6299428939819336,2.20297908782959,0.8279967330124937,1.0566227359194258,0.3798008730730439,-0.3797998968160377,27.61220376007259,11872.0,11826.910040348768,0.9303303153663272,-0.3798008730730439,0.9244548619059368,-0.3688604167098907,-0.3798008730730439,0.9303303153663272,0.9303303153663272,1.0270666523697534,0.8235297098438245,1.3993653372251815,0.9919350252399265,67.9075927734375,106.55022430419922,0.8091055522308462,1.0621730089187622,1.5580182075500488,0.4486280083656311,0.03784651527580423,2771.7287589373373,347125.7604829216,347257.1199512086,3.1939188322771623,0.03784203975649229,0.03784203975649229,3.137058286089573,0.17621288398358667,0.03784203975647553,3.1939188322771623,1.013245280412197,27.51521755817735,67.7248306274414,106.26478576660156,0.7736862633494784,3.383967683129704,0.8091120371311713,346205.21875,346317.625,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1989.677978515625,63355.44140625,64394.115234375,1.0566227359194258,0.9919350252399265,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
lstm_base_tafeng_v2_seed123_sample,lstm_base,tafeng,v2,123,sample,strict,valendin_aggregate_mape_v1,1.8741869926452637,1.0763188600540161,0.655930340716092,1.4521738181472699,38.44087365264919,38.440873738672956,3314.686601536814,30127.0,41708.08200533362,55.01189301186334,38.44087365264919,65.2392437599272,48.866180400253654,38.44087365264919,55.01189301186334,55.01189301186334,0.940506373608051,0.3518873876671712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,2897.0,1521.255859375,0.0,0.0,1.4521738181472699,1.0,2,tafeng_configured_12x5,27809,12,5,sample,200,True,,,60,300
lstm_base_tafeng_v2_seed42_sample,lstm_base,tafeng,v2,42,sample,strict,valendin_aggregate_mape_v1,1.4239014387130737,0.8803273439407349,0.6521524111524316,1.394423046801567,2.2357784962146745,-2.235769616954891,2064.410363656841,30127.0,29453.427012445405,34.26179778366318,-2.2357784962146745,40.52335174089112,6.155307333756245,-2.2357784962146745,34.26179778366318,34.26179778366318,0.7805138929568277,0.3518873876671712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,2897.0,1619.479736328125,0.0,0.0,1.394423046801567,1.0,2,tafeng_configured_12x5,27809,12,5,sample,200,True,,,62,300
lstm_base_tafeng_v2_seed7_sample,lstm_base,tafeng,v2,7,sample,strict,valendin_aggregate_mape_v1,1.5666557550430298,0.907938539981842,0.6513503085371314,1.4143337961080307,7.763978181445869,7.763974953944966,1307.7648879870771,30127.0,32466.053706724197,21.704200351629392,7.763978181445869,23.81530517879809,11.28638517800547,7.763978181445869,21.704200351629392,21.704200351629392,0.8216981687651363,0.3518873876671712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,2897.0,1584.2135620117188,0.0,0.0,1.4143337961080307,1.0,2,tafeng_configured_12x5,27809,12,5,sample,200,True,,,71,300
lstm_base_uci_v2_seed123_sample,lstm_base,uci,v2,123,sample,strict,valendin_aggregate_mape_v1,2.3942761421203613,1.1671020984649658,0.7557099554720479,1.8103252397797256,15.442433698275746,-15.44243284203019,65.4639459379877,8413.0,7113.8280529640615,20.231339526776182,-15.442433698275746,19.194201987299294,-12.924187676114778,-15.442433698275746,20.231339526776182,20.231339526776182,0.8483131327953917,0.11463343958272965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,662.0,252.60903930664062,0.0,0.0,1.8103252397797256,1.0,2,uci_configured_78x26,4930,78,26,sample,200,True,,,108,300
lstm_base_uci_v2_seed42_sample,lstm_base,uci,v2,42,sample,strict,valendin_aggregate_mape_v1,2.544306993484497,1.1797164678573608,0.737183734906696,1.9030026474925785,22.333225351500925,-22.333228708546297,77.28000404259477,8413.0,6534.105751178227,23.883039404581766,-22.333225351500925,22.324331377217288,-20.15350998099336,-22.333225351500925,23.883039404581766,23.883039404581766,0.8092441874613341,0.11463343958272965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,662.0,235.92257690429688,0.0,0.0,1.9030026474925785,1.0,2,uci_configured_78x26,4930,78,26,sample,200,True,,,127,300
