run_name,model,dataset,version,seed,mode,protocol_variant,metric_definition_version,freq_rmse,freq_mae,freq_normalized_gini,freq_calibration_factor,freq_horizon_abs_bias_pct,bias_pct,freq_weekly_mae,freq_weekly_total_true,freq_weekly_total_pred,freq_valendin_mape,freq_horizon_bias_pct,freq_weekly_mean_pct_mape,freq_weekly_mean_pct_bias_pct,freq_weekly_bias_pct,freq_weekly_mape,freq_mape,freq_mase,freq_mase_scale,calibration_temperature_source,validation_temperature,calibration_source,validation_freq_true_total,validation_freq_pred_total,validation_spend_true_total,validation_spend_pred_total,validation_freq_calibration_factor,validation_spend_calibration_factor,validation_rolling_origin_count,protocol_name,cohort_size,calibration_weeks,holdout_weeks,inference_mode,n_scenarios,repair_attempted,repair_strategy,repair_source_failure_type,training_lr_after_repair,training_max_grad_norm_after_repair,training_amp_enabled_after_repair,run_valid,run_invalid_reason,run_warning,epochs_completed,max_epochs_configured
lstm_base_uci_v2_seed7_sample_repair,lstm_base,uci,v2,7,sample,stability_repair,valendin_aggregate_mape_v1,2.559661388397217,1.1615839004516602,0.7535369843350853,1.8282026784213083,19.23523422079992,-19.235240011737787,67.00615209391198,8413.0,6794.739745004103,20.707951437557487,-19.23523422079992,19.530173610699343,-17.45827228217403,-19.23523422079992,20.707951437557487,20.707951437557487,0.8323497868541896,0.11463343958272965,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,662.0,249.20895385742188,0.0,0.0,1.8282026784213083,1.0,2,uci_configured_78x26,4930,78,26,sample,200,True,amp_disabled; lr_0.0005; grad_clip_0.5,FloatingPointError,0.0005,0.5,False,True,,,182,300
