run_name,model,dataset,version,seed,mode,protocol_variant,run_valid,training_failed,failure_type,failure_message,repair_attempted,repair_failed,repair_failure_type,run_invalid_reason,final_manifest_version,final_manifest_config
lstm_joint_tafeng_v6b_seed42_sample,lstm_joint_tafeng_v6b,unknown,,42,sample,strict,False,False,,,False,False,,absolute frequency bias 139.3% exceeds 15.0%; absolute spend bias 238.1% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/lstm_joint_tafeng_v6b.yaml
lstm_joint_tafeng_v6b_seed7_sample,lstm_joint_tafeng_v6b,unknown,,7,sample,strict,False,False,,,False,False,,absolute frequency bias 118.9% exceeds 15.0%; absolute spend bias 256.2% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/lstm_joint_tafeng_v6b.yaml
lstm_joint_uci_v6b_seed2024_sample,lstm_joint_uci_v6b,unknown,,2024,sample,strict,False,False,,,False,False,,absolute frequency bias -48.0% exceeds 15.0%,2026-05-20-results-recovery-protocol,experiments/configs/lstm_joint_uci_v6b.yaml
lstm_joint_uci_v6b_seed42_sample,lstm_joint_uci_v6b,unknown,,42,sample,strict,False,False,,,False,False,,absolute frequency bias -52.3% exceeds 15.0%; absolute spend bias -53.8% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/lstm_joint_uci_v6b.yaml
lstm_joint_uci_v6b_seed7_sample,lstm_joint_uci_v6b,unknown,,7,sample,strict,False,False,,,False,False,,absolute frequency bias -53.8% exceeds 15.0%; absolute spend bias -53.9% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/lstm_joint_uci_v6b.yaml
transformer_joint_cdnow_v6b_seed2024_sample,transformer_joint_cdnow_v6b,unknown,,2024,sample,strict,False,False,,,False,False,,absolute frequency bias -65.0% exceeds 15.0%; absolute spend bias -67.4% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_cdnow_v6b.yaml
transformer_joint_cdnow_v6b_seed7_sample,transformer_joint_cdnow_v6b,unknown,,7,sample,strict,False,False,,,False,False,,absolute frequency bias -65.5% exceeds 15.0%; absolute spend bias -66.8% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_cdnow_v6b.yaml
transformer_joint_tafeng_v6b_seed2024_sample,transformer_joint_tafeng_v6b,unknown,,2024,sample,strict,False,False,,,False,False,,absolute frequency bias -27.6% exceeds 15.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_tafeng_v6b.yaml
transformer_joint_tafeng_v6b_seed42_sample,transformer_joint_tafeng_v6b,unknown,,42,sample,strict,False,False,,,False,False,,absolute frequency bias 63.6% exceeds 15.0%; absolute spend bias 114.3% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_tafeng_v6b.yaml
transformer_joint_tafeng_v6b_seed7_sample,transformer_joint_tafeng_v6b,unknown,,7,sample,strict,False,False,,,False,False,,absolute frequency bias 26.9% exceeds 15.0%; absolute spend bias 68.4% exceeds 50.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_tafeng_v6b.yaml
transformer_joint_uci_v6b_seed2024_sample,transformer_joint_uci_v6b,unknown,,2024,sample,strict,False,False,,,False,False,,absolute frequency bias -29.6% exceeds 15.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_uci_v6b.yaml
transformer_joint_uci_v6b_seed7_sample,transformer_joint_uci_v6b,unknown,,7,sample,strict,False,False,,,False,False,,absolute frequency bias -42.3% exceeds 15.0%,2026-05-20-results-recovery-protocol,experiments/configs/transformer_joint_uci_v6b.yaml
