run_name,model,dataset,version,seed,mode,protocol_variant,metric,estimate,ci_low,ci_high,n_customers,n_resamples
transformer_joint_dunnhumby_v7_twostage_seed7_sample,transformer_joint,dunnhumby,v7_twostage,7.0,sample,strict,clv_spearman,0.7571744944353821,0.7378831088683493,0.7766345972082274,2498,1000
transformer_joint_dunnhumby_v7_twostage_seed7_sample,transformer_joint,dunnhumby,v7_twostage,7.0,sample,strict,freq_mae,2.2028823726183417,2.0910434787252616,2.307998677671218,2498,1000
transformer_joint_dunnhumby_v7_twostage_seed7_sample,transformer_joint,dunnhumby,v7_twostage,7.0,sample,strict,freq_rmse,3.5518134368761576,3.2660524868156826,3.8498409297288676,2498,1000
transformer_joint_dunnhumby_v7_twostage_seed7_sample,transformer_joint,dunnhumby,v7_twostage,7.0,sample,strict,spend_mae_raw,72.18228157811028,68.6200651622466,75.84838278291693,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,bias_pct,-9.283371077507804,-12.053605311944036,-6.541794317826076,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,clv_decile_lift,3.375219449834652,3.195341138022106,3.5640318968733897,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,clv_mae,67.09168150849204,63.87341958809915,70.50290541047032,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,clv_spearman,0.7935482417559465,0.7758209088465917,0.8106324981104757,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,freq_mae,2.0225209216501496,1.9185428480561777,2.1201836579779405,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,freq_rmse,3.3863751109939715,3.0476522610294716,3.7193342458259746,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed2024_sample,extension3_lstm_dynamic,dunnhumby,v8,2024.0,sample,strict,spend_mae_raw,67.2720457493209,64.04333959058691,70.6866356170045,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,bias_pct,-3.509409803861998,-6.099650378186324,-0.8592072003901462,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,clv_decile_lift,3.412770884311708,3.219281475226806,3.587090008637353,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,clv_mae,66.05062957233291,62.947265220755,69.1922515250128,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,clv_spearman,0.7936335729643739,0.7758588906399957,0.8100295331120902,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,freq_mae,1.9708174014146371,1.872916416359694,2.06596630511282,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,freq_rmse,3.149187326157326,2.8780360558936335,3.4642299284015343,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed42_sample,extension3_lstm_dynamic,dunnhumby,v8,42.0,sample,strict,spend_mae_raw,66.23051338006344,63.115151125772464,69.38554089462535,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,bias_pct,-1.5805112722648604,-4.290399948642079,1.1192508971217567,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,clv_decile_lift,3.4018711032452376,3.2076534969218495,3.572122249195166,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,clv_mae,66.46139022240264,63.493236767454704,69.71163709586183,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,clv_spearman,0.789698193736766,0.7711346312084558,0.8071579419851651,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,freq_mae,1.9951257585667914,1.8974113236008445,2.093216602357956,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,freq_rmse,3.228917168811291,2.9517080345341435,3.529430997258913,2498,1000
extension3_lstm_dynamic_dunnhumby_v8_seed7_sample,extension3_lstm_dynamic,dunnhumby,v8,7.0,sample,strict,spend_mae_raw,66.6403685237428,63.65966872181341,69.90507157183498,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,bias_pct,-3.745216573055111,-6.3218201275914545,-0.8956013386549475,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,clv_decile_lift,3.3855098453866646,3.1918579366132485,3.5593673308486236,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,clv_mae,65.69871398541716,62.43029128945737,68.92617664209621,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,clv_spearman,0.7949113930751939,0.7766980035571587,0.8114479843535453,2498,1000
extension3_lstm_full_dunnhumby_v8_seed2024_sample,extension3_lstm_full,dunnhumby,v8,2024.0,sample,strict,freq_mae,2.0415176210031687,1.9340204551019256,2.1412824023852393,2498,1000
