model,dataset,mode,version,protocol_variant,n_seeds,freq_rmse_mean,freq_rmse_std,freq_mae_mean,freq_mae_std,freq_normalized_gini_mean,freq_normalized_gini_std,freq_calibration_factor_mean,freq_calibration_factor_std,freq_horizon_abs_bias_pct_mean,freq_horizon_abs_bias_pct_std,bias_pct_mean,bias_pct_std,freq_weekly_mae_mean,freq_weekly_mae_std,freq_weekly_total_true_mean,freq_weekly_total_true_std,freq_weekly_total_pred_mean,freq_weekly_total_pred_std,freq_valendin_mape_mean,freq_valendin_mape_std,freq_horizon_bias_pct_mean,freq_horizon_bias_pct_std,freq_weekly_mean_pct_mape_mean,freq_weekly_mean_pct_mape_std,freq_weekly_mean_pct_bias_pct_mean,freq_weekly_mean_pct_bias_pct_std,freq_weekly_bias_pct_mean,freq_weekly_bias_pct_std,freq_weekly_mape_mean,freq_weekly_mape_std,freq_mape_mean,freq_mape_std,freq_mase_mean,freq_mase_std,freq_mase_scale_mean,freq_mase_scale_std,validation_temperature_mean,validation_temperature_std,validation_freq_true_total_mean,validation_freq_true_total_std,validation_freq_pred_total_mean,validation_freq_pred_total_std,validation_spend_true_total_mean,validation_spend_true_total_std,validation_spend_pred_total_mean,validation_spend_pred_total_std,validation_freq_calibration_factor_mean,validation_freq_calibration_factor_std,validation_spend_calibration_factor_mean,validation_spend_calibration_factor_std,validation_rolling_origin_count_mean,validation_rolling_origin_count_std,cohort_size_mean,cohort_size_std,calibration_weeks_mean,calibration_weeks_std,holdout_weeks_mean,holdout_weeks_std,n_scenarios_mean,n_scenarios_std,epochs_completed_mean,epochs_completed_std,max_epochs_configured_mean,max_epochs_configured_std,final_finetune_epochs_mean,final_finetune_epochs_std,final_finetune_lr_multiplier_mean,final_finetune_lr_multiplier_std,final_finetune_batch_size_multiplier_mean,final_finetune_batch_size_multiplier_std,smearing_factor_mean,smearing_factor_std,spend_calibration_factor_mean,spend_calibration_factor_std,spend_mae_raw_mean,spend_mae_raw_std,spend_rmse_raw_mean,spend_rmse_raw_std,spend_normalized_gini_mean,spend_normalized_gini_std,spend_mae_log_mean,spend_mae_log_std,spend_rmse_log_mean,spend_rmse_log_std,spend_r2_log_mean,spend_r2_log_std,spend_bias_pct_mean,spend_bias_pct_std,spend_weekly_mae_mean,spend_weekly_mae_std,spend_weekly_total_true_mean,spend_weekly_total_true_std,spend_weekly_total_pred_mean,spend_weekly_total_pred_std,spend_valendin_mape_mean,spend_valendin_mape_std,spend_horizon_abs_bias_pct_mean,spend_horizon_abs_bias_pct_std,spend_horizon_bias_pct_mean,spend_horizon_bias_pct_std,spend_weekly_mean_pct_mape_mean,spend_weekly_mean_pct_mape_std,spend_weekly_mean_pct_bias_pct_mean,spend_weekly_mean_pct_bias_pct_std,spend_weekly_bias_pct_mean,spend_weekly_bias_pct_std,spend_weekly_mape_mean,spend_weekly_mape_std,spend_mase_mean,spend_mase_std,spend_mase_scale_mean,spend_mase_scale_std,clv_mae_mean,clv_mae_std,clv_rmse_mean,clv_rmse_std,clv_spearman_mean,clv_spearman_std,clv_decile_lift_mean,clv_decile_lift_std,clv_normalized_gini_mean,clv_normalized_gini_std,clv_total_true_mean,clv_total_true_std,clv_total_pred_mean,clv_total_pred_std,spend_mae_mean,spend_mae_std,spend_rmse_mean,spend_rmse_std,spend_r2_mean,spend_r2_std
bgnbd_gg,dunnhumby,,,strict,0,186.19483947753906,0.0,120.94330596923828,0.0,,,,,,,-20.24189759220936,0.0,,,,,,,,,,,,,,,,,,,20.24189759220936,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6741840142318416,0.0,2.702983433149889,0.0,-1.6075194404143414,0.0
lstm_base,dunnhumby,sample,v6,strict,3,3.5628220240275064,0.22493704045007745,2.182420571645101,0.1024359536546173,0.8515673554219498,0.00422568453111033,1.207973036291771,0.06429401399261905,11.618238446588885,4.894299536564105,11.618236668561883,4.894301946865819,344.82931709475815,145.26281024522262,11872.0,0.0,13251.317268379033,581.0512409808905,11.618238446588885,4.894299536564105,11.618238446588885,4.894299536564105,11.639454873761904,4.896673874244977,11.639454873761904,4.896673874244977,11.618238446588885,4.894299536564105,11.618238446588885,4.894299536564105,11.618238446588885,4.894299536564105,1.0292384083578374,0.02807527892211098,0.8235297098438245,0.0,0.9,0.0,2215.0,0.0,1837.1274007161458,98.04191284693867,0.0,0.0,0.0,0.0,1.207973036291771,0.06429401399261905,1.0,0.0,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_joint,dunnhumby,sample,v6,strict,3,3.9427949587504068,0.1484420923556974,2.2809595266977944,0.013386224433935758,0.8362108287351323,0.004768822533340599,1.2046836508239007,0.10630496414306541,8.485324292419426,2.6305831840547,8.485323485231357,2.6305798242433704,251.84442499900857,78.07570890274349,11872.0,0.0,12879.377699996034,312.30283561097394,8.485324292419426,2.6305831840547,8.485324292419426,2.6305831840547,8.504886916688863,2.6346103143304975,8.504886916688863,2.6346103143304975,8.485324292419426,2.6305831840547,8.485324292419426,2.6305831840547,8.485324292419426,2.6305831840547,1.050082378626146,0.010750412951319788,0.8235297098438245,0.0,0.85,0.08660254037844388,2215.0,0.0,1847.803466796875,155.49373614748177,63355.44140625,0.0,66973.25846354167,1544.750335636937,1.2046836508239007,0.10630496414306541,0.9463160804552485,0.0217821371680117,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,95.66666666666667,5.773502691896257,100.0,0.0,,,,,,,1.4441357244157953,0.0242201153845224,0.9463160804552485,0.0217821371680117,64.10957209269206,1.0078362727631383,102.72559865315755,1.9878862248642606,0.8296967235822882,0.00223016673979689,1.049696445465088,0.016610382684010893,1.4950557549794514,0.04043499310721143,0.49204395214716595,0.027464467104285344,-2.6439625985683866,2.207837652765729,3312.2249785482686,379.67042674103504,347125.7604829216,0.0,337947.8806645245,7663.975595309266,3.8167435040721824,0.4375018739177841,2.643963906806817,2.207838330594404,-2.643963906806817,2.207838330594404,3.729624959920553,0.3739079158145537,-2.5071485849720108,2.216780795535086,-2.6439639068068312,2.2078383305943987,3.8167435040721824,0.4375018739177841,0.9741789218912569,0.000425628534374376,27.51521755817735,0.0,63.938072204589844,1.0027500664570759,102.44700622558594,1.9801203951681061,0.7921254748886515,0.0028310130951582674,3.3965845204340055,0.006767975083708918,0.8296957140526602,0.0022343953553907556,346205.21875,0.0,337040.8854166667,7649.777409722081,,,,,,
lstm_joint,dunnhumby,sample,v7,strict,3,3.8772502740224204,0.1441934108476576,2.2761081059773765,0.06569251480012286,0.8393644487379935,0.002084223481976446,1.2124230017153943,0.08766505342617545,8.817798547657594,4.232207957470765,8.8178005715479,4.232210181200908,261.71226089447737,125.61193217773233,11872.0,0.0,12918.84904357791,502.4477287109293,8.817798547657594,4.232207957470765,8.817798547657594,4.232207957470765,8.836270831459524,4.236179851567212,8.836270831459524,4.236179851567212,8.817798547657594,4.232207957470765,8.817798547657594,4.232207957470765,8.817798547657594,4.232207957470765,1.0490770690357096,0.0168567608488927,0.8235297098438245,0.0,0.85,0.08660254037844388,2215.0,0.0,1833.0873616536458,127.96939222143999,63355.44140625,0.0,67465.96744791667,963.2596270187975,1.2124230017153943,0.08766505342617545,0.9392001491284838,0.013400705220223129,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,107.33333333333333,3.511884584284246,120.0,0.0,,,,,,,1.4316580890663015,0.03636325799385581,0.9392001491284838,0.013400705220223129,63.903280893961586,0.5545458704953972,102.56702677408855,1.308144552578858,0.8284692739746866,0.0014671911353043117,1.0500763257344563,0.021799828948335882,1.504180908203125,0.04439135672578587,0.48577654361724854,0.030117032700291906,-2.8575949541820695,2.0525360442039813,3161.2185500638443,1068.170161801089,347125.7604829216,0.0,337206.3015197777,7124.863505174953,3.642735757399226,1.2308739752590532,2.857598050154495,2.052530902708816,-2.857598050154495,2.052530902708816,3.5446786037996723,1.190091504313656,-2.724426997587558,2.0400529367043028,-2.857598050154506,2.052530902708818,3.642735757399226,1.2308739752590532,0.9738493238402447,0.0008935718935222464,27.51521755817735,0.0,63.73161315917969,0.5507817744466469,102.28897857666016,1.303946225784078,0.7901347105360405,0.001593841797129682,3.3913893045375754,0.025653355641807637,0.8284732415937164,0.0014672155884123807,346205.21875,0.0,336301.03125,7113.719866899916,,,,,,
lstm_joint,dunnhumby,sample,v7_twostage,strict,3,3.4641831715901694,0.18505490394315635,2.1189173062642417,0.07493053228716941,0.8517861801435864,0.00287137385006129,1.1880035073324435,0.06006616838800076,8.725756728678176,3.186433169327937,8.72575429143503,3.1864344223325953,258.9804597071682,94.57333646565317,11872.0,0.0,12907.921838828674,378.2933458626127,8.725756728678176,3.186433169327937,8.725756728678176,3.186433169327937,8.74617083664241,3.1914623554533974,8.74617083664241,3.1914623554533974,8.725756728678176,3.186433169327937,8.725756728678176,3.186433169327937,8.725756728678176,3.186433169327937,1.0106297259703585,0.01694976576552484,0.8235297098438245,0.0,0.9,0.0,2215.0,0.0,1867.622090657552,93.47138376883755,63355.44140625,0.0,59586.126302083336,626.8267217248713,1.1880035073324435,0.06006616838800076,1.063336924338925,0.011215872454142163,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,80.0,0.0,120.0,0.0,,,,,,,1.5210471031424404,0.012795052759177597,1.063336924338925,0.011215872454142163,84.32685852050781,0.8241294529203649,132.4789581298828,0.9933755789120325,0.740660221249288,0.003237871521129255,1.1966458559036255,0.011297656270644723,1.6468809048334758,0.018000330560697227,0.38388951619466144,0.013500542935420854,1.4812475498192417,0.8768323834676022,2873.5127012798707,600.8601955562298,347125.7604829216,0.0,352267.5488588262,3043.7227614212247,3.311206517525219,0.692383296152164,1.4812465570839024,0.8768357488613913,1.4812465570839024,0.8768357488613913,3.3586831701859015,0.6896826437416606,1.614771380917271,0.8631255717436482,1.4812465570838926,0.8768357488614051,3.311206517525219,0.692383296152164,1.1201339222002833,0.009060756692889046,27.51521755817735,0.0,84.10237630208333,0.8221466451080358,132.12689208984375,0.9905666233852418,0.7350019650411732,0.0026071598714310067,2.881046822824857,0.10624198014125369,0.7406552081241395,0.003223446393471805,346205.21875,0.0,351331.34375,3032.9639502048467,,,,,,
transformer_joint,dunnhumby,sample,v6,strict,3,4.204857110977173,0.22885825703148588,2.417665481567383,0.08981661433825279,0.8362838100591875,0.0021771484323349476,1.1398209332968583,0.08337075427977576,14.714572185304045,4.5409021969968295,14.714572628874663,4.540902016814771,436.7285024598241,134.77397720686594,11872.0,0.0,13618.914009839296,539.0959088274637,14.714572185304045,4.5409021969968295,14.714572185304045,4.5409021969968295,14.744280026567784,4.540995340155808,14.744280026567784,4.540995340155808,14.714572185304045,4.5409021969968295,14.714572185304045,4.5409021969968295,14.714572185304045,4.5409021969968295,1.0882913702186254,0.025253024401473114,0.8235297098438245,0.0,0.85,0.08660254037844388,2215.0,0.0,1950.5514119466145,148.96106765305854,63355.44140625,0.0,66221.34244791667,565.3287607677594,1.1398209332968583,0.08337075427977576,0.9567688438187137,0.008161304472321418,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,99.0,1.7320508075688772,100.0,0.0,,,,,,,1.4449246355649876,0.01781383979373444,0.9567688438187137,0.008161304472321418,66.16275533040364,1.058311773026796,105.63328297932942,1.758442921646982,0.8201284436213988,0.00246219437535457,1.0013175010681152,0.014671399547506861,1.4936142762502034,0.018203937787541376,0.49321993192036945,0.01239518443126511,0.4300224774451336,4.181874580270999,5027.103577104415,546.0617728939595,347125.7604829216,0.0,348618.4770787996,14516.367667323055,5.792832626550914,0.6292379708544569,3.151285780214632,1.693977291529904,0.4300218438992607,4.18187565426659,5.762541737473121,0.7022559265854801,0.6097986554773911,4.219104978707185,0.43002184389923936,4.181875654266592,5.792832626550914,0.6292379708544569,0.9930001485084744,0.013324682749660035,27.51521755817735,0.0,65.98633829752605,1.0535844770924274,105.34687805175781,1.7525745889719648,0.7809160935301489,0.003138102279654352,3.3891567844476356,0.01934215854649706,0.8201327315028366,0.002457791437188814,346205.21875,0.0,347676.75,14458.554979415247,,,,,,
transformer_joint,dunnhumby,sample,v7,strict,3,4.178003152211507,0.3122404456865456,2.4036215941111245,0.10150527867674192,0.8397982821643223,0.003389123286560018,1.1791095402451084,0.015548179690735802,15.04962789585106,6.034374251622933,15.049629862631962,6.034380458797547,446.67295594885945,179.10022778816864,11872.0,0.0,13658.691823795438,716.4009111526746,15.04962789585106,6.034374251622933,15.04962789585106,6.034374251622933,15.075990036396462,6.033813319630309,15.075990036396462,6.033813319630309,15.04962789585106,6.034374251622933,15.04962789585106,6.034374251622933,15.04962789585106,6.034374251622933,1.079935376052943,0.033094044790668534,0.8235297098438245,0.0,0.7999999999999999,0.08660254037844388,2215.0,0.0,1878.7537231445312,24.74044448519085,63355.44140625,0.0,66060.8359375,1411.1775523143913,1.1791095402451084,0.015548179690735802,0.9593369036027487,0.020363261792392152,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,114.0,6.0,120.0,0.0,,,,,,,1.4307779579031086,0.008122739142237064,0.9593369036027487,0.020363261792392152,66.22264607747395,1.468377801101642,106.32553100585938,3.243554752161366,0.8217834093642885,0.00295051633732521,0.9929879109064738,0.01557356233267647,1.4724137783050537,0.014683780279085654,0.5075204968452454,0.009809996200619269,0.4140520402188545,3.893212781080076,4514.488080167005,662.2282790368936,347125.7604829216,0.0,348563.0184842776,13514.33477071832,5.202135472615396,0.7630989738308112,2.675587178936677,2.1624255292022587,0.41404533024470586,3.8932099858901763,5.170250456651082,0.8560043648402197,0.5881379380537882,3.909785456415938,0.41404533024468887,3.8932099858901745,5.202135472615396,0.7630989738308112,0.9894047919282943,0.009258648267425408,27.51521755817735,0.0,66.04601796468098,1.4632289004269436,106.03736114501953,3.233405661220238,0.7839918307536974,0.0027121791120531635,3.3879561426468765,0.00451351483302786,0.821792654952923,0.002950079733315252,346205.21875,0.0,347623.0729166667,13465.20592743736,,,,,,
transformer_joint,dunnhumby,sample,v7_twostage,strict,3,3.644856055577596,0.07825554883628874,2.200043042500814,0.02211844485772351,0.8449279629413874,0.0026766900544525417,1.1299429444085896,0.06307334956006663,8.870814848757748,3.9009543205643884,8.870818351478269,3.9009574970413574,263.28578471112996,115.78032423435106,11872.0,0.0,12925.14313884452,463.1212969374042,8.870814848757748,3.9009543205643884,8.870814848757748,3.9009543205643884,8.901049994890307,3.9050534161082266,8.901049994890307,3.9050534161082266,8.870814848757748,3.9009543205643884,8.870814848757748,3.9009543205643884,8.870814848757748,3.9009543205643884,1.023712703813935,0.015295753351913398,0.8235297098438245,0.0,0.85,0.08660254037844388,2215.0,0.0,1964.4119669596355,111.19080065317128,63355.44140625,0.0,61892.620442708336,1354.267280766004,1.1299429444085896,0.06307334956006663,1.0239657529263748,0.022686454084801324,2.0,0.0,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,120.0,0.0,120.0,0.0,,,,,,,1.4243547360467896,0.057814264797958294,1.0239657529263748,0.022686454084801324,74.53408304850261,2.7162553953317983,119.39155832926433,0.910555176350263,0.7757965430804817,0.002342377512269823,1.076289971669515,0.03348262827371559,1.5220647255579631,0.0568188696063404,0.4732929269472758,0.039481915491742806,-3.6510784156269978,10.365437393449753,9836.766696932817,2821.875579664459,347125.7604829216,0.0,334451.9153625581,35981.11471086442,11.335104238012066,3.251704023047628,7.754088268081875,6.1032064611793055,-3.6510817009753525,10.36544065782023,11.19354215157029,3.3796748399504404,-3.411495417040799,10.48667795199043,-3.651081700975373,10.365440657820225,11.335104238012066,3.251704023047628,1.0407523164080226,0.036047072806178734,27.51521755817735,0.0,74.33140055338542,2.7051111235797842,119.07138570149739,0.9066796256968985,0.7572770035849166,0.0027560753275481156,3.2156351156203073,0.016683300611051936,0.7757931439505964,0.0023344207201058233,346205.21875,0.0,333509.8541666667,35860.81430522897,,,,,,
pareto_nbd,tafeng,,,strict,0,1.2928977012634277,0.0,0.9239565134048462,0.0,,,,,,,14.802479399707902,0.0,,,,,,,,,,,,,,,,,,,14.802479399707902,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgnbd_gg,tafeng,,,strict,0,1.2972151041030884,0.0,0.9309380054473877,0.0,,,,,,,16.100279649483852,0.0,,,,,,,,,,,,,,,,,,,16.100279649483852,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5144926127745757,0.0,3.9721244783129066,0.0,-0.26582947691848857,0.0
lstm_base,tafeng,sample,v6,strict,2,1.807413637638092,0.006278110260485754,0.9613842666149139,0.019646458405413677,0.6153886409810937,0.0048439961224905825,1.863180441812088,0.028675911836976063,4.231735737377594,3.0323359787370436,4.2317405794636045,3.032335040988201,3009.4048290826377,1581.9137420736965,30127.0,0.0,31401.895025599748,913.5518603141093,49.94531199725559,26.254086734054116,4.231735737377594,3.0323359787370436,59.63857880941693,29.32691478428502,18.909323227527985,4.943302304889701,4.231735737377594,3.0323359787370436,49.94531199725559,26.254086734054116,49.94531199725559,26.254086734054116,0.8615966040444634,0.032122305337033065,0.3518873876671712,0.0,0.75,0.0,2897.0,0.0,1555.0523681640625,23.933561994663226,0.0,0.0,0.0,0.0,1.863180441812088,0.028675911836976063,1.0,0.0,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,65.0,14.142135623730951,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_joint,tafeng,sample,v7,strict,2,1.6872442960739136,0.027618661241794816,0.9589475989341736,0.03665747437344115,0.6113141482365665,0.002139931708186239,1.859824845250685,0.009244584884941322,12.267257617675549,13.66276671621878,12.267258060668173,13.66276243830911,2584.3069263022394,1007.3363760202628,30127.0,0.0,33822.75670247711,4116.181728595232,42.890213534408325,16.718166030807293,12.267257617675549,13.66276671621878,51.04329087712589,19.06113799328492,23.75849034091748,6.70024741794984,12.267257617675549,13.66276671621878,42.890213534408325,16.718166030807293,42.890213534408325,16.718166030807293,0.8746269348541277,0.017046276616696214,0.3518873876671712,0.0,0.75,0.0,2897.0,0.0,1557.6928100585938,7.742784727294396,3010621.0,0.0,1918448.65625,10222.333376397148,1.859824845250685,0.009244584884941322,1.5693220300379496,0.00836203403917516,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,120.0,0.0,120.0,0.0,,,,,,,1.878580093525005,0.03177046545211323,1.5693220300379496,0.00836203403917516,1194.54931640625,42.129995166286285,4322.7423095703125,565.6555593552084,0.5313089330237899,1.0589250848117858e-05,3.6212116479873657,0.07797790747873357,4.570093870162964,0.11225998547010073,-0.676141619682312,0.0823207187492961,69.1100267786659,11.741773704792651,4038670.8440543143,563116.329872489,23513493.88786887,0.0,39763675.99854031,2760905.826805393,85.8798539960485,11.974322756070993,69.11002757890977,11.741793201689203,69.11002757890977,11.741793201689203,97.68158462762392,21.549690145506517,82.42874320207272,0.021085063234148944,69.11002757890977,11.741793201689214,85.8798539960485,11.974322756070993,1.1791863838113998,0.014602158180573258,289.2988732420841,0.0,1194.54931640625,42.129995166286285,4322.7423095703125,565.6555593552084,0.3745653062716975,0.00036943655193625354,3.301355762284664,0.014546690568501915,0.5313089330237899,1.0589250848117858e-05,23513494.0,0.0,39763676.0,2760901.2555699996,,,,,,
lstm_joint,tafeng,sample,v7_twostage,strict,2,1.6696298122406006,0.09926021151540058,0.983638733625412,0.039447300716922755,0.6128515959680054,0.004601754913024518,1.8178405102881492,0.015397595508840515,17.483068773746844,8.424728124011454,17.48306518031998,8.424729840445952,2503.8927235260608,870.4636887650322,30127.0,0.0,35394.12412946671,2538.117841920931,41.555626572942224,14.446570995536108,17.483068773746844,8.424728124011454,49.4748030751887,17.32923633132565,28.07387899242078,1.8513714064061837,17.483068773746844,8.424728124011454,41.555626572942224,14.446570995536108,41.555626572942224,14.446570995536108,0.8744583377324289,0.016567167223642983,0.3518873876671712,0.0,0.75,0.0,2897.0,0.0,1593.7063293457031,13.499119026264008,3010621.0,0.0,1755109.71875,74898.9157777965,1.8178405102881492,0.015397595508840515,1.7169096850875274,0.07326873786160772,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,80.0,0.0,120.0,0.0,,,,,,,2.1047664450798615,0.12036283174552403,1.7169096850875274,0.07326873786160772,1132.2112426757812,47.306841992661184,3245.7003173828125,4.014937111829965,0.4860186324224535,0.011825034859124506,3.6413170099258423,0.08937239226735079,4.514648675918579,0.13011136745058693,-0.6359035968780518,0.0942536716744885,51.23576274967897,10.821221995197408,3012214.9021923654,300552.12565446016,23513493.88786887,0.0,35560813.409682825,2544450.046452029,64.0528990833309,6.391056282144461,51.235769466099754,10.82123336746976,51.235769466099754,10.82123336746976,72.52969271557407,11.895885523764719,60.85940175990058,3.7149424370949626,51.23576946609977,10.82123336746975,64.0528990833309,6.391056282144461,1.0803036168817735,0.031592809608371845,289.2988732420841,0.0,1132.2112426757812,47.306841992661184,3245.7003173828125,4.014937111829965,0.3997585244844758,0.008827414671786485,3.038394727348636,0.02791127977796174,0.4860186324224535,0.011825034859124506,23513494.0,0.0,35560812.0,2544447.3845674233,,,,,,
transformer_joint,tafeng,sample,v6b,strict,2,1.5048069953918457,0.249235894431354,0.9185937345027924,0.12288895704921458,0.6253722763008367,0.011513027185747295,1.9274632142203392,0.2236494446704439,27.216130059405216,0.4782862418448814,-0.3381972047498891,38.48942397192172,3088.2834460280837,2077.1694655797883,30127.0,0.0,30025.110653217882,11595.707637307838,51.254413748930915,34.473553051744084,-0.3381994449567447,38.48942024532092,56.7304404963386,35.89973232085321,9.651406714339767,30.680075757070654,-0.3381994449567447,38.48942024532092,51.254413748930915,34.473553051744084,51.254413748930915,34.473553051744084,0.8468346414375034,0.07105680314326672,0.3518873876671712,0.0,0.75,0.0,2897.0,0.0,1513.1984252929688,175.5810357345036,3010621.0,0.0,1791291.5,237851.7176964102,1.9274632142203392,0.2236494446704439,1.695646614835415,0.22515177454071914,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,29.5,0.7071067811865476,100.0,0.0,,,,,,,1.8262349980503267,0.10869712410133811,1.695646614835415,0.22515177454071914,982.3183898925781,244.33745957099842,3123.3419189453125,195.2103268855818,0.5544617605951059,0.01078363428891094,3.472111225128174,0.24198832236142065,4.363703966140747,0.3211775302663573,-0.5318448543548584,0.22488462547351773,30.46564240941818,53.58653739773591,3698718.6990244826,684610.4833091887,23513493.88786887,0.0,30677030.478125617,12600067.720774012,78.6509805106576,14.557821278580683,37.891405553156375,43.084922422880304,30.465640812114998,53.58653963065295,85.6389731617289,19.89694027797896,40.752262022902116,43.582455384873356,30.465640812115005,53.586539630652965,78.6509805106576,14.557821278580683,1.0122750680407235,0.16002735920347735,289.2988732420841,0.0,982.3183898925781,244.33745957099842,3123.3419189453125,195.2103268855818,0.40835323774673316,0.011501875157979584,3.4316534352582195,0.02123184137169721,0.5544617605951059,0.01078363428891094,23513494.0,0.0,30677031.0,12600067.25582439,,,,,,
transformer_joint,tafeng,sample,v7,strict,3,1.6282498041788738,0.29772806044929917,0.9592652916908264,0.12613094491681984,0.6290285289388505,0.01132882340511651,1.5989280106936812,0.027052970695729216,30.365562158268688,10.181530292604608,9.654225929675485,36.70093788845821,2623.732653734833,1539.0775266893543,30127.0,0.0,33035.52727737153,11056.890650970694,43.544539013755646,25.543159403348398,9.654221387365272,36.7009348789149,46.69836705006677,26.263919237627384,15.753754521071855,30.229254857824817,9.654221387365272,36.7009348789149,43.544539013755646,25.543159403348398,43.544539013755646,25.543159403348398,0.8536917094368505,0.08322478002142601,0.35188738766717115,6.798699777552591e-17,0.75,0.0,2897.0,0.0,1812.187967936198,30.94516360572433,3010621.0,0.0,2183599.1875,44454.388676546536,1.5989280106936812,0.027052970695729216,1.3791259454929807,0.02825375801059688,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,120.0,0.0,120.0,0.0,,,,,,,1.8173768566945991,0.03900113265709039,1.3791259454929807,0.02825375801059688,1058.260477701823,235.8155318337386,3340.65478515625,334.85632927113636,0.5489632148155805,0.00885922668737914,3.5571272373199463,0.18353758711732357,4.463410377502441,0.261287015817474,-0.6019692818323771,0.1850183969546624,45.39200908777459,49.26548910907359,3592947.6640016437,723614.4809332422,23513493.88786887,0.0,34186740.13668747,11584036.901202545,76.40182444037644,15.387217322615143,51.50013943270208,39.23445737405532,45.39200469193208,49.26548541209779,80.3172218446083,17.287618475109728,51.437069784160144,40.666364671109164,45.392004691932094,49.265485412097796,76.40182444037644,15.387217322615143,1.0569548893863374,0.16238894836987655,289.2988732420841,0.0,1058.260477701823,235.8155318337386,3340.65478515625,334.85632927113636,0.40288393063488753,0.009872952042570665,3.3518773992579978,0.06798281294606437,0.5489632148155805,0.00885922668737914,23513494.0,0.0,34186741.333333336,11584037.825732673,,,,,,
transformer_joint,tafeng,sample,v7_twostage,strict,3,1.6009434064229329,0.3227420944688544,0.946341315905253,0.12198061283720549,0.6304288107097792,0.0030259232363015038,1.7454774671547144,0.05182770585770793,26.692947434022937,10.426340927282794,8.532058037640656,32.68462492208957,2645.1718593602377,1525.41883294423,30127.0,0.0,32697.454713486135,9846.896426778962,43.90035282902775,25.316474141869918,8.532063310273626,32.68462318444904,47.78925208396481,26.8275926974571,15.645782622615243,26.217254406012255,8.532063310273626,32.68462318444904,43.90035282902775,25.316474141869918,43.90035282902775,25.316474141869918,0.8531799534835763,0.07579170894338162,0.35188738766717115,6.798699777552591e-17,0.75,0.0,2897.0,0.0,1660.7104899088542,50.149397285990545,3010621.0,0.0,1697321.3958333333,102641.35737819722,1.7454774671547144,0.05182770585770793,1.77799332178311,0.10533609557682726,2.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,69.0,10.14889156509222,120.0,0.0,,,,,,,1.773479814860897,0.09112960854482698,1.77799332178311,0.10533609557682726,1036.6109415690105,187.79008627891045,3132.5193684895835,105.59699725552208,0.5052589322083401,0.006063068888322421,3.611485799153646,0.19932856980288424,4.503289540608724,0.2802887702279564,-0.6312082211176554,0.1989227593352241,35.06561806594971,41.71230385816214,3169320.4767643507,684787.2871733212,23513493.88786887,0.0,31758645.99280261,9808019.4506365,67.39365259536085,14.561580904116889,43.743152635144035,26.72297528645663,35.06561867944088,41.71230144447684,71.50329266584869,18.696429587658006,41.40584526749476,33.74450145746837,35.065618679440874,41.712301444476836,67.39365259536085,14.561580904116889,1.0192709334138832,0.13445766819428692,289.2988732420841,0.0,1036.6109415690105,187.79008627891045,3132.5193684895835,105.59699725552208,0.41342598260655966,0.0016673486473946229,3.254496781435815,0.04005201416130966,0.5052589322083401,0.006063068888322421,23513494.0,0.0,31758646.0,9808020.064950723,,,,,,
pareto_nbd,uci,,,strict,0,3.4405646324157715,0.0,1.1898757219314575,0.0,,,,,,,-11.297190267294663,0.0,,,,,,,,,,,,,,,,,,,11.297190267294663,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
