run_name,model,dataset,version,seed,mode,protocol_variant,quality_tier,metric_definition_version,freq_rmse,freq_mae,freq_normalized_gini,freq_horizon_abs_bias_pct,bias_pct,freq_weekly_mae,freq_weekly_total_true,freq_weekly_total_pred,freq_valendin_mape,freq_horizon_bias_pct,freq_weekly_mean_pct_mape,freq_weekly_mean_pct_bias_pct,freq_weekly_bias_pct,freq_weekly_mape,freq_mape,freq_mase,spend_mae_raw,spend_rmse_raw,spend_normalized_gini,spend_mae_log,spend_rmse_log,spend_r2_log,spend_bias_pct,spend_weekly_mae,spend_weekly_total_true,spend_weekly_total_pred,spend_valendin_mape,spend_horizon_abs_bias_pct,spend_horizon_bias_pct,spend_weekly_mean_pct_mape,spend_weekly_mean_pct_bias_pct,spend_weekly_bias_pct,spend_weekly_mape,spend_mase,clv_mae,clv_rmse,clv_spearman,clv_decile_lift,clv_normalized_gini,clv_total_true,clv_total_pred,protocol_name,cohort_size,calibration_weeks,holdout_weeks,inference_mode,n_scenarios,freq_calibration_factor,freq_mase_scale,smearing_factor,spend_calibration_factor,spend_mase_scale,calibration_temperature_source,validation_temperature,smearing_source,calibration_source,validation_freq_true_total,validation_freq_pred_total,validation_spend_true_total,validation_spend_pred_total,validation_freq_calibration_factor,validation_spend_calibration_factor,validation_rolling_origin_count,run_valid,run_invalid_reason,run_warning,epochs_completed,max_epochs_configured,final_finetune_enabled,final_finetune_epochs,final_finetune_lr_multiplier,final_finetune_batch_size_multiplier
extension3_lstm_full_dunnhumby_v8_seed42_sample,extension3_lstm_full,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.1488044261932373,1.9612492322921753,0.8577337605523302,2.9915644219923374,-2.99156168400438,88.78963204473257,11872.0,11516.84147182107,2.9915644219923374,-2.9915644219923374,2.980664448264547,-2.980664448264547,-2.9915644219923374,2.9915644219923374,2.9915644219923374,0.965038292690386,65.38716888427734,105.52460479736328,0.8306546260953147,1.0565872192382812,1.5050585269927979,0.4854750633239746,1.0160222916335073,3103.453268891444,347125.7604829216,350652.6407004594,3.576171661329793,1.016023764018899,1.016023764018899,3.576744183390833,1.1749641796761028,1.0160237640188863,3.576171661329793,0.9878437587262705,65.21134948730469,105.24031829833984,0.7949987463901786,3.390441090423004,0.8306564157525003,346205.21875,349711.1875,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0367239248168851,0.8235297098438245,1.4772792649944666,0.9853368221450667,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1931.30029296875,63355.44140625,67302.94140625,1.0367239248168851,0.9853368221450667,2.0,True,,,120.0,120.0,,,,
extension3_lstm_full_dunnhumby_v8_seed7_sample,extension3_lstm_full,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.223585605621338,1.9841017723083496,0.8555791419852851,4.080348310118536,-4.080348259033862,121.10473784431815,11872.0,11387.581048622727,4.080348310118536,-4.080348310118536,4.065284397012808,-4.065284397012808,-4.080348310118536,4.080348310118536,4.080348310118536,0.9652729833388305,66.8619613647461,108.9271469116211,0.8314556580085973,1.0511245727539062,1.4976972341537476,0.4904959201812744,3.7845705050691283,4227.966408275999,347125.7604829216,360262.9710456065,4.871970783607703,3.7845680321761104,3.7845680321761104,4.962150621564588,3.9420133915568814,3.784568032176102,4.871970783607703,0.9955010265102368,66.68352508544922,108.6331787109375,0.7946498487225796,3.4264046910762676,0.8314587112712928,346205.21875,359295.65625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0613423074945911,0.8235297098438245,1.5060420948348348,0.9853557549099681,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1778.5889892578125,63355.44140625,67297.52734375,1.0613423074945911,0.9853557549099681,2.0,True,,,120.0,120.0,,,,
extension3_lstm_none_dunnhumby_v8_seed2024_sample,extension3_lstm_none,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.4349522590637207,2.028834104537964,0.8520830742118701,9.518353993542533,-9.518358585326819,282.50474652834237,11872.0,10741.98101388663,9.518353993542533,-9.518353993542533,9.504056972618372,-9.504056972618372,-9.518353993542533,9.518353993542533,9.518353993542533,0.9562993523690141,67.31514739990234,109.36070251464844,0.8281541446599011,1.0186352729797363,1.4338701963424683,0.5329973697662354,1.0577758924539593,2295.2259842027634,347125.7604829216,350797.5810170791,2.644835094934635,1.0577781749903175,1.0577781749903175,2.647169886251392,1.1582865373311375,1.0577781749902921,2.644835094934635,0.9856107471044094,67.13414764404297,109.06791687011719,0.7937206017703716,3.3631563861821845,0.8281555955029488,346205.21875,349856.65625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0686854338257845,0.8235297098438245,1.486821814618831,0.9843922770262115,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1737.6068725585938,63355.44140625,67574.15625,1.0686854338257845,0.9843922770262115,2.0,True,,,120.0,120.0,,,,
extension3_lstm_none_dunnhumby_v8_seed42_sample,extension3_lstm_none,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.1617894172668457,1.9724291563034058,0.8554759902772658,2.1566943118644932,-2.156696165347035,64.01068717613816,11872.0,11615.957251295447,2.1566943118644932,-2.1566943118644932,2.144238922720666,-2.144238922720666,-2.1566943118644932,2.1566943118644932,2.1566943118644932,0.9697279393371582,66.1224594116211,105.3816146850586,0.8291323742511526,1.060882568359375,1.5209136009216309,0.47457748651504517,2.0012380239725807,3454.5326667843983,347125.7604829216,354072.5595083596,3.980727517287625,2.0012340817845318,2.0012340817845318,4.012368938865627,2.1553247595548513,2.001234081784515,3.980727517287625,0.9933540050865524,65.9429702758789,105.09732055664062,0.7922816883035438,3.383839053042177,0.8291290468393396,346205.21875,353121.6875,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0352080394323855,0.8235297098438245,1.4795271422181886,0.9821280236623844,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1941.565185546875,63355.44140625,68233.296875,1.0352080394323855,0.9821280236623844,2.0,True,,,120.0,120.0,,,,
extension3_lstm_none_dunnhumby_v8_seed7_sample,extension3_lstm_none,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.218996286392212,1.9935139417648315,0.8524669416663379,1.5302698004292952,-1.5302714633170484,66.88488137349486,11872.0,11690.326369293034,2.253533738999153,-1.5302698004292952,2.2489772095770766,-1.5105364219350614,-1.5302698004292952,2.253533738999153,2.253533738999153,0.9717521109855282,67.33867645263672,107.8628158569336,0.8266625696747443,1.07085120677948,1.5328326225280762,0.46630996465682983,3.2766403817636696,3860.074047772341,347125.7604829216,358499.80624223035,4.448041012458658,3.276635460152872,3.276635460152872,4.5388770061079065,3.4399332947997983,3.2766354601528507,4.448041012458658,0.9969215062262544,67.1576156616211,107.57097625732422,0.787811471817158,3.398384099865575,0.8266580778056528,346205.21875,357542.15625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0558118282987714,0.8235297098438245,1.4500911374050596,0.9855126752601894,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1810.7540283203125,63355.44140625,67252.6875,1.0558118282987714,0.9855126752601894,2.0,True,,,120.0,120.0,,,,
extension3_lstm_static_dunnhumby_v8_seed2024_sample,extension3_lstm_static,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.2891786098480225,2.016561269760132,0.853282734538662,3.4147481464170863,-3.4147442511792456,101.34972498565912,11872.0,11466.601100057364,3.4147481464170863,-3.4147481464170863,3.402843872122409,-3.402843872122409,-3.4147481464170863,3.4147481464170863,3.4147481464170863,0.9718767533595313,65.83043670654297,105.09689331054688,0.8313239375265712,1.0572035312652588,1.506346344947815,0.4845942258834839,2.4721768696214554,2696.9190883015,347125.7604829216,355707.30622381833,3.1077141431964534,2.472171967000682,2.472171967000682,3.1606934988909057,2.564465252894762,2.472171967000661,3.1077141431964534,0.9890214646806564,65.65298461914062,104.81442260742188,0.7941849483382485,3.3563924465886927,0.8313171846724461,346205.21875,354754.625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0415851261323636,0.8235297098438245,1.486707202297366,0.9855820772436475,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1899.1023559570312,63355.44140625,67232.875,1.0415851261323636,0.9855820772436475,2.0,True,,,120.0,120.0,,,,
extension3_lstm_static_dunnhumby_v8_seed42_sample,extension3_lstm_static,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.1544928550720215,1.9711413383483887,0.8582608478927298,3.2207345940496497,-3.220731421622305,95.59140275139362,11872.0,11489.634388994426,3.2207345940496497,-3.2207345940496497,3.2088059533858586,-3.2088059533858586,-3.2207345940496497,3.2207345940496497,3.2207345940496497,0.9684301764469865,66.1534194946289,107.44776916503906,0.8325317043261596,1.055216670036316,1.5045475959777832,0.4858244061470032,2.9292968758439843,4461.061182751615,347125.7604829216,357294.0792501791,5.1405705834627575,2.929289590352306,2.929289590352306,5.183738533054546,3.1092449159374755,2.929289590352293,5.1405705834627575,0.9944674826913608,65.97532653808594,107.15743255615234,0.7962576216687414,3.3889412219303927,0.8325346994050251,346205.21875,356328.78125,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0384517130222375,0.8235297098438245,1.4993158685621912,0.9838543938489765,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1919.7320556640625,63355.44140625,67729.58203125,1.0384517130222375,0.9838543938489765,2.0,True,,,120.0,120.0,,,,
extension3_lstm_static_dunnhumby_v8_seed7_sample,extension3_lstm_static,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.2213025093078613,1.986067771911621,0.8548488517426138,1.5291390981966995,-1.529136308119946,62.27550648525357,11872.0,11690.460606262088,2.0982313505813197,-1.5291390981966995,2.093071415118832,-1.5120374264440632,-1.5291390981966995,2.0982313505813197,2.0982313505813197,0.9722531419746296,66.17446899414062,106.32127380371094,0.8292230861913104,1.0648397207260132,1.5252825021743774,0.4715545177459717,3.05115473283097,3842.2396937694357,347125.7604829216,357717.0707012458,4.4274901274098575,3.0511449808823023,3.0511449808823023,4.498696359257662,3.207490388457336,3.051144980882286,4.4274901274098575,0.9918083746176692,65.99578094482422,106.03536987304688,0.7921777649707586,3.3804486722089755,0.8292203653222984,346205.21875,356757.9375,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0581973523733683,0.8235297098438245,1.4529058800620391,0.99033925859241,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1796.7383422851562,63355.44140625,65902.09375,1.0581973523733683,0.99033925859241,2.0,True,,,120.0,120.0,,,,
extension3_transformer_dynamic_dunnhumby_v8_seed2024_sample,extension3_transformer_dynamic,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.5808019638061523,2.0900557041168213,0.8468887596478151,2.982385041797157,-2.9823817332799867,88.51718804053962,11872.0,11517.931247837842,2.982385041797157,-2.982385041797157,2.9645104219064597,-2.9645104219064597,-2.982385041797157,2.982385041797157,2.982385041797157,0.9821013077210257,67.90933227539062,110.74016571044922,0.8228714282698365,0.9915116429328918,1.4519654512405396,0.5211359858512878,2.555981153803773,4839.85923836823,347125.7604829216,355998.2337822015,5.577067206576676,2.555982387171864,2.555982387171864,5.587709564491759,2.753505682601166,2.55598238717186,5.577067206576676,1.0019405170608524,67.72647857666016,110.44247436523438,0.789956546094927,3.3719054175766563,0.8228523929256241,346205.21875,355030.28125,dunnhumby_configured_80x4,2498,80,4,sample,30,1.041064043463781,0.8235297098438245,1.4477949398945735,0.9945777427311868,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1902.5022583007812,63355.44140625,64760.0234375,1.041064043463781,0.9945777427311868,2.0,True,,,120.0,120.0,,,,
extension3_transformer_dynamic_dunnhumby_v8_seed42_sample,extension3_transformer_dynamic,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.374804973602295,2.0373106002807617,0.8448970373040698,5.696583086137743,-5.696587164125674,169.0745859965682,11872.0,11195.701656013727,5.696583086137743,-5.696583086137743,5.679426232582692,-5.679426232582692,-5.696583086137743,5.696583086137743,5.696583086137743,0.9679277029526258,67.55237579345703,109.23477935791016,0.8212036913220355,1.0005261898040771,1.4536329507827759,0.520035445690155,1.3143561807212516,4322.074051195254,347125.7604829216,351688.2353296713,4.980412914538386,1.3143578973805818,1.3143578973805818,4.939289439261223,1.500012496715728,1.3143578973805568,4.980412914538386,0.9920258560519525,67.37075805664062,108.9367446899414,0.7869259108968656,3.3900892674123364,0.8211980573814064,346205.21875,350728.5625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0485459383620495,0.8235297098438245,1.4709731934268724,0.9916899467876562,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1854.8234252929688,63355.44140625,65533.798828125,1.0485459383620495,0.9916899467876562,2.0,True,,,120.0,120.0,,,,
extension3_transformer_dynamic_dunnhumby_v8_seed7_sample,extension3_transformer_dynamic,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.317340850830078,2.0508687496185303,0.8490922709319559,0.72522637204611,0.7252243329893868,27.834627524018288,11872.0,11958.098874889314,0.9378243774938776,0.72522637204611,0.949063198447007,0.7393620086268095,0.72522637204611,0.9378243774938776,0.9378243774938776,0.9894366350654137,65.19731140136719,104.39155578613281,0.8248227015459311,1.0398249626159668,1.5056270360946655,0.48508626222610474,-5.221954867940508,4531.696592410586,347125.7604829216,328998.9741132793,5.22196518760934,5.221965187609327,-5.221965187609327,5.105550636575927,-5.105550636575927,-5.22196518760934,5.22196518760934,0.9779818986285493,65.02479553222656,104.1106185913086,0.7867855679166708,3.3790818300116214,0.8248285012047277,346205.21875,328126.375,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0396816370506818,0.8235297098438245,1.465595017961479,0.9852514439997758,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1911.581298828125,63355.44140625,67327.3671875,1.0396816370506818,0.9852514439997758,2.0,True,,,120.0,120.0,,,,
extension3_transformer_full_dunnhumby_v8_seed2024_sample,extension3_transformer_full,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.556849479675293,2.087980031967163,0.8455963224090706,4.718365638285896,-4.71836306014151,140.04109214432538,11872.0,11311.835631422698,4.718365638285896,-4.718365638285896,4.707011904315954,-4.707011904315954,-4.718365638285896,4.718365638285896,4.718365638285896,0.9788594255438252,67.29989624023438,107.7901611328125,0.8226287160014124,1.0122039318084717,1.466446042060852,0.5115369558334351,3.4274322777840593,4638.9654655034465,347125.7604829216,359023.23937018384,5.3455732689498054,3.4274260921201725,3.4274260921201725,5.417686703785011,3.6181939720056024,3.427426092120156,5.3455732689498054,0.9984141185418804,67.12114715576172,107.50299835205078,0.7901522538384639,3.386090834239718,0.8226277578263608,346205.21875,358056.8125,dunnhumby_configured_80x4,2498,80,4,sample,30,1.047354053524608,0.8235297098438245,1.4492574096281077,0.9936823531020271,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1862.2581176757812,63355.44140625,64997.978515625,1.047354053524608,0.9936823531020271,2.0,True,,,120.0,120.0,,,,
extension3_transformer_full_dunnhumby_v8_seed42_sample,extension3_transformer_full,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.393218755722046,2.0354654788970947,0.8469527971821577,8.855638283523266,-8.85563359427645,262.83534425497055,11872.0,10820.658622980118,8.855638283523266,-8.855638283523266,8.844441762888017,-8.844441762888017,-8.855638283523266,8.855638283523266,8.855638283523266,0.9608367803366914,68.4384536743164,111.0787124633789,0.8240115366228348,0.9875503778457642,1.4232503175735474,0.5398894548416138,2.4340962893130227,5426.8495656153755,347125.7604829216,355575.1244822149,6.253467974333611,2.434093046721321,2.434093046721321,6.228438163125182,2.6453255087883307,2.434093046721321,6.253467974333611,0.9968375953902722,68.25126647949219,110.77433776855469,0.7924235065295091,3.3850911912106874,0.8240160966244774,346205.21875,354598.8125,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0470517272935331,0.8235297098438245,1.4797480673214003,0.996077923728343,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1864.1534423828125,63355.44140625,64365.22265625,1.0470517272935331,0.996077923728343,2.0,True,,,120.0,120.0,,,,
extension3_transformer_full_dunnhumby_v8_seed7_sample,extension3_transformer_full,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.298006296157837,2.0364818572998047,0.8501528851413482,5.338592620408338,-5.338593763161219,158.44942897371948,11872.0,11238.202284105122,5.338592620408338,-5.338592620408338,5.315268143069713,-5.315268143069713,-5.338592620408338,5.338592620408338,5.338592620408338,0.9667421023525447,66.44207000732422,107.11783599853516,0.8260907255156381,0.9948107004165649,1.426247239112854,0.5379496812820435,-1.0099185957826524,3321.678884015422,347125.7604829216,343620.08809239976,3.827637429609718,1.0099142125449747,-1.0099142125449747,3.779471534155961,-0.8409417490058181,-1.009914212544979,3.827637429609718,0.9784016850666715,66.26358795166016,106.83025360107422,0.7929325953516674,3.3790559562427815,0.8260860221417841,346205.21875,342702.375,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0656682790058833,0.8235297098438245,1.4747659421718493,0.9920170162552421,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1754.2149047851562,63355.44140625,65445.234375,1.0656682790058833,0.9920170162552421,2.0,True,,,120.0,120.0,,,,
extension3_transformer_none_dunnhumby_v8_seed2024_sample,extension3_transformer_none,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.657717227935791,2.0926926136016846,0.8458603430813882,3.348633749448165,-3.3486337995914757,99.38744968362153,11872.0,11474.450201265514,3.348633749448165,-3.348633749448165,3.331435339785032,-3.331435339785032,-3.348633749448165,3.348633749448165,3.348633749448165,0.9818035360733146,67.1300048828125,107.35066986083984,0.8240238039172261,0.9846968650817871,1.4371488094329834,0.5308593511581421,2.7736796391509415,4513.605338233163,347125.7604829216,356753.9115528804,5.201118271319111,2.7736780631215963,2.7736780631215963,5.233774919209229,2.956493454968142,2.773678063121592,5.201118271319111,0.9900956176411013,66.95184326171875,107.0626449584961,0.7929266005489695,3.388169587174801,0.8240237769394189,346205.21875,355788.40625,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0452737883750332,0.8235297098438245,1.4474158710393825,0.9948330749142434,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1875.3781127929688,63355.44140625,64692.486328125,1.0452737883750332,0.9948330749142434,2.0,True,,,120.0,120.0,,,,
extension3_transformer_none_dunnhumby_v8_seed42_sample,extension3_transformer_none,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.3762383460998535,2.0271098613739014,0.84694266088715,8.127211780109093,-8.127217665515499,241.2156456336379,11872.0,10907.137417465448,8.127211780109093,-8.127211780109093,8.111466482899269,-8.111466482899269,-8.127211780109093,8.127211780109093,8.127211780109093,0.9598322827953153,68.75096893310547,111.25914764404297,0.820007894241255,0.9966152906417847,1.4343702793121338,0.5326715707778931,1.3910664939146693,5145.475763233553,347125.7604829216,351954.5391938725,5.92923527896652,1.391074722957197,1.391074722957197,5.852167402768023,1.5947323973455725,1.3910747229571885,5.92923527896652,0.9945373271212266,68.56465148925781,110.9546890258789,0.7881443300288735,3.3988986245095014,0.8200063984369846,346205.21875,350982.8125,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0529719039763026,0.8235297098438245,1.4667444634680082,0.998475853755987,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1827.7272338867188,63355.44140625,63744.0625,1.0529719039763026,0.998475853755987,2.0,True,,,120.0,120.0,,,,
extension3_transformer_none_dunnhumby_v8_seed7_sample,extension3_transformer_none,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.434365749359131,2.0878772735595703,0.8480348764868603,2.8461582840400226,-2.846163109627695,105.07823524717242,11872.0,11534.104088518769,3.540371807519286,-2.8461582840400226,3.520959672850357,-2.8121788893324844,-2.8461582840400226,3.540371807519286,3.540371807519286,0.9780013268555658,66.75358581542969,108.02885437011719,0.8200819751503554,0.9879501461982727,1.4142296314239502,0.5457034111022949,-4.100693336636651,4609.136524754591,347125.7604829216,332891.18116034626,5.311200780192581,4.100698059047016,-4.100698059047016,5.233881600981136,-3.969241280968727,-4.1006980590470326,5.311200780192581,0.9722098964998107,66.57744598388672,107.7411117553711,0.7868055817178188,3.3920074586863525,0.8200813001630408,346205.21875,332009.75,dunnhumby_configured_80x4,2498,80,4,sample,30,1.063445016961009,0.8235297098438245,1.4639978865601802,0.986009281124645,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1766.6575317382812,63355.44140625,67111.17578125,1.063445016961009,0.986009281124645,2.0,True,,,120.0,120.0,,,,
extension3_transformer_static_dunnhumby_v8_seed2024_sample,extension3_transformer_static,dunnhumby,v8,2024.0,sample,strict,A,valendin_aggregate_mape_v1,3.655130624771118,2.1002252101898193,0.8497748609628263,1.288623273099027,-1.288631470055593,52.15534177236259,11872.0,11719.014645017684,1.7572554505513003,-1.288623273099027,1.7472522195708649,-1.268786343176525,-1.288623273099027,1.7572554505513003,1.7572554505513003,0.9865742704096863,68.10624694824219,110.97322082519531,0.8240497469133614,0.9903786182403564,1.4494515657424927,0.5227927565574646,4.525107255799952,5702.2275699999445,347125.7604829216,362833.55500771536,6.570791590998031,4.525101940847332,4.525101940847332,6.628635853974033,4.709490284025151,4.525101940847315,6.570791590998031,1.006947404177185,67.92425537109375,110.67462158203125,0.7924936260685821,3.395334195136931,0.8240364641405333,346205.21875,361842.5,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0413756046733325,0.8235297098438245,1.4388382089391278,0.9951704692065062,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1900.4679565429688,63355.44140625,64603.458984375,1.0413756046733325,0.9951704692065062,2.0,True,,,120.0,120.0,,,,
extension3_transformer_static_dunnhumby_v8_seed42_sample,extension3_transformer_static,dunnhumby,v8,42.0,sample,strict,A,valendin_aggregate_mape_v1,3.372650384902954,2.0399973392486572,0.8468547732469069,6.36814896376914,-6.368154849646227,189.00666124466807,11872.0,11115.973355021328,6.36814896376914,-6.36814896376914,6.35383498494623,-6.35383498494623,-6.36814896376914,6.36814896376914,6.36814896376914,0.9645503440404928,68.24919891357422,110.49427795410156,0.8230159190692518,0.9965178966522217,1.436107873916626,0.5315386652946472,2.268468271224477,4384.150504222467,347125.7604829216,355000.20508111536,5.051944860702051,2.268470247566419,2.268470247566419,5.056204475150769,2.44491249717605,2.268470247566394,5.051944860702051,0.9942950082713501,68.06703186035156,110.19477844238281,0.7904539948390555,3.385826559949913,0.8230181902680098,346205.21875,354035.875,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0491581757835218,0.8235297098438245,1.4813832189352538,0.9917549872440241,27.51521755817735,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1851.0274658203125,63355.44140625,65516.16796875,1.0491581757835218,0.9917549872440241,2.0,True,,,120.0,120.0,,,,
extension3_transformer_static_dunnhumby_v8_seed7_sample,extension3_transformer_static,dunnhumby,v8,7.0,sample,strict,A,valendin_aggregate_mape_v1,3.2830023765563965,2.0471456050872803,0.8517436872049071,1.518622870341124,1.5186237839033019,45.07272679172456,11872.0,12052.290907166898,1.518622870341124,1.518622870341124,1.5342001258119897,1.5342001258119897,1.518622870341124,1.518622870341124,1.518622870341124,0.9894189025532902,65.68132781982422,105.2175521850586,0.8267141773012469,1.0388967990875244,1.5038100481033325,0.4863283038139343,-1.816794778261192,3259.729353459992,347125.7604829216,340819.16124152945,3.7562517387647105,1.8168053078568465,-1.8168053078568465,3.703467918049133,-1.6772831667177635,-1.8168053078568507,3.7562517387647105,0.9863444522862483,65.50606536865234,104.93531799316406,0.7900013747666303,3.37233648242431,0.8267186691788359,346205.21875,339914.9375,dunnhumby_configured_80x4,2498,80,4,sample,30,1.0419004247057488,0.8235297098438245,1.471282370246479,0.9861454803549705,27.51521755817735,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1897.051025390625,63355.44140625,67072.46875,1.0419004247057488,0.9861454803549705,2.0,True,,,120.0,120.0,,,,
pareto_nbd_tafeng,pareto_nbd,tafeng,,,,strict,A,valendin_aggregate_mape_v1,1.2928977012634277,0.9239565134048462,0.6257877041331747,14.802477940999614,14.802479399707902,1011.8538166761398,30127.0,34586.542529284954,16.793139321474754,14.802477940999614,20.693858990647882,19.031415320250805,14.802477940999614,16.793139321474754,16.793139321474754,1.0777832916631536,946.5379028320312,3434.078125,0.5129454575429402,2.4843735694885254,3.9082982540130615,-0.22547614574432373,15.863384659038763,746007.4188965469,23513494.0,27243531.094482735,15.863389313739315,15.863389313739315,15.863389313739315,18.429250928214337,18.429250928214337,15.863389313739315,15.863389313739315,0.95220050916013,946.5379028320312,3434.078125,0.41400049885405826,3.1304902223247106,0.5129454575429402,23513494.0,27243530.0,tafeng_12x5,27809,12,5,benchmark_expected_total,0,,,,,,,,,,,,,,,,,,,,,,,,,
bgnbd_gg_tafeng,bgnbd_gg,tafeng,,,,strict,A,valendin_aggregate_mape_v1,1.2972151041030884,0.9309380054473877,0.6215821573454967,16.100275200205942,16.100279649483852,1060.7699384003877,30127.0,34977.529909566045,17.604971261665412,16.100275200205942,21.646969012884494,20.390365319368502,16.100275200205942,17.604971261665412,17.604971261665412,1.0813729553640226,945.0034790039062,3442.340087890625,0.5143593953887255,2.4819915294647217,3.9014506340026855,-0.2211858034133911,15.811822777167869,743582.0597951293,23513494.0,27231404.298975646,15.81181554292036,15.81181554292036,15.81181554292036,18.378521244437145,18.378521244437145,15.81181554292036,15.81181554292036,0.9502693560409154,945.0034790039062,3442.340087890625,0.4158913458220816,3.1523645343471944,0.5143593953887255,23513494.0,27231406.0,tafeng_12x5,27809,12,5,benchmark_expected_total,0,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_base_tafeng_v6_seed2024_sample,lstm_base,tafeng,v6,2024.0,sample,strict,A,valendin_aggregate_mape_v1,1.79473876953125,0.9534657597541809,0.6219946471865652,7.6973427087563175,7.697342966856972,4156.612891735882,30127.0,32445.978437867016,68.98484568221001,7.6973427087563175,81.08240313676085,27.992143896557426,7.6973427087563175,68.98484568221001,68.98484568221001,0.9078911172287984,,,,,,,,,,,,,,,,,,,,,,,,,,tafeng_configured_12x5,27809,12,5,sample,30,1.8155879746661616,0.3518873876671712,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,2897.0,1595.6263427734375,0.0,0.0,1.8155879746661616,1.0,2.0,True,,,72.0,100.0,True,5.0,0.1,4.0
