model,dataset,mode,version,protocol_variant,n_seeds,freq_rmse_mean,freq_rmse_std,freq_mae_mean,freq_mae_std,freq_normalized_gini_mean,freq_normalized_gini_std,freq_horizon_abs_bias_pct_mean,freq_horizon_abs_bias_pct_std,bias_pct_mean,bias_pct_std,freq_weekly_mae_mean,freq_weekly_mae_std,freq_weekly_total_true_mean,freq_weekly_total_true_std,freq_weekly_total_pred_mean,freq_weekly_total_pred_std,freq_valendin_mape_mean,freq_valendin_mape_std,freq_horizon_bias_pct_mean,freq_horizon_bias_pct_std,freq_weekly_mean_pct_mape_mean,freq_weekly_mean_pct_mape_std,freq_weekly_mean_pct_bias_pct_mean,freq_weekly_mean_pct_bias_pct_std,freq_weekly_bias_pct_mean,freq_weekly_bias_pct_std,freq_weekly_mape_mean,freq_weekly_mape_std,freq_mape_mean,freq_mape_std,freq_mase_mean,freq_mase_std,spend_mae_raw_mean,spend_mae_raw_std,spend_rmse_raw_mean,spend_rmse_raw_std,spend_normalized_gini_mean,spend_normalized_gini_std,spend_mae_log_mean,spend_mae_log_std,spend_rmse_log_mean,spend_rmse_log_std,spend_r2_log_mean,spend_r2_log_std,spend_bias_pct_mean,spend_bias_pct_std,spend_weekly_mae_mean,spend_weekly_mae_std,spend_weekly_total_true_mean,spend_weekly_total_true_std,spend_weekly_total_pred_mean,spend_weekly_total_pred_std,spend_valendin_mape_mean,spend_valendin_mape_std,spend_horizon_abs_bias_pct_mean,spend_horizon_abs_bias_pct_std,spend_horizon_bias_pct_mean,spend_horizon_bias_pct_std,spend_weekly_mean_pct_mape_mean,spend_weekly_mean_pct_mape_std,spend_weekly_mean_pct_bias_pct_mean,spend_weekly_mean_pct_bias_pct_std,spend_weekly_bias_pct_mean,spend_weekly_bias_pct_std,spend_weekly_mape_mean,spend_weekly_mape_std,spend_mase_mean,spend_mase_std,clv_mae_mean,clv_mae_std,clv_rmse_mean,clv_rmse_std,clv_spearman_mean,clv_spearman_std,clv_decile_lift_mean,clv_decile_lift_std,clv_normalized_gini_mean,clv_normalized_gini_std,clv_total_true_mean,clv_total_true_std,clv_total_pred_mean,clv_total_pred_std,cohort_size_mean,cohort_size_std,calibration_weeks_mean,calibration_weeks_std,holdout_weeks_mean,holdout_weeks_std,n_scenarios_mean,n_scenarios_std,freq_calibration_factor_mean,freq_calibration_factor_std,freq_mase_scale_mean,freq_mase_scale_std,smearing_factor_mean,smearing_factor_std,spend_calibration_factor_mean,spend_calibration_factor_std,spend_mase_scale_mean,spend_mase_scale_std,validation_temperature_mean,validation_temperature_std,validation_freq_true_total_mean,validation_freq_true_total_std,validation_freq_pred_total_mean,validation_freq_pred_total_std,validation_spend_true_total_mean,validation_spend_true_total_std,validation_spend_pred_total_mean,validation_spend_pred_total_std,validation_freq_calibration_factor_mean,validation_freq_calibration_factor_std,validation_spend_calibration_factor_mean,validation_spend_calibration_factor_std,validation_rolling_origin_count_mean,validation_rolling_origin_count_std,epochs_completed_mean,epochs_completed_std,max_epochs_configured_mean,max_epochs_configured_std,final_finetune_epochs_mean,final_finetune_epochs_std,final_finetune_lr_multiplier_mean,final_finetune_lr_multiplier_std,final_finetune_batch_size_multiplier_mean,final_finetune_batch_size_multiplier_std
transformer_joint,dunnhumby,sample,v7_twostage,strict,3,3.6469039916992188,0.1012056328856974,2.201513926188151,0.031050304339131227,0.8437807728475765,0.0031407464678415917,7.935755299950254,3.3017279524952676,7.93575482227089,3.3017268356090876,235.53321730252355,97.99528563005957,11872.0,0.0,12814.132869210094,391.9811425202383,7.935755299950254,3.3017279524952676,7.935755299950254,3.3017279524952676,7.964176263491076,3.3061630589702733,7.964176263491076,3.3061630589702733,7.935755299950254,3.3017279524952676,7.935755299950254,3.3017279524952676,7.935755299950254,3.3017279524952676,1.0252418164976218,0.009788019518387682,74.46000162760417,2.4514181558627652,119.64613850911458,0.6646095278262589,0.7760414862366353,0.001502459473647873,1.0725654363632202,0.025412593424816533,1.5194014708201091,0.04650772169260536,0.47529417276382446,0.03233367184218104,-3.851210020192011,10.711830553699118,10096.980297489823,3094.2086453106854,347125.7604829216,0.0,333757.2116779352,37183.50858282458,11.634953606949708,3.5655188955219224,7.675495797995585,6.9728846172735786,-3.8512119602959145,10.711826322280102,11.498736103315565,3.667748846287017,-3.6155551911570973,10.836349658255674,-3.8512119602959305,10.711826322280098,11.634953606949708,3.5655188955219224,1.0398868863211457,0.03574952380792521,74.25771586100261,2.4415668288390724,119.32468159993489,0.662518410115385,0.7579482856160132,0.0009075063833311635,3.215635533038011,0.0290407603479144,0.7760375938434039,0.0014965226685227705,346205.21875,0.0,332817.2604166667,37059.25683510461,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.1220308787250293,0.06670024476530265,0.8235297098438245,0.0,1.4272980790052614,0.04139027485305142,1.0180792018131204,0.028855900998385475,27.51521755817735,0.0,0.85,0.08660254037844388,2215.0,0.0,1978.798116048177,118.63968452189765,63355.44140625,0.0,62263.213541666664,1738.3946056815214,1.1220308787250293,0.06670024476530265,1.0180792018131204,0.028855900998385475,2.0,0.0,125.0,0.0,120.0,0.0,5.0,0.0,0.10000000000000002,1.6996749443881478e-17,4.0,0.0
extension3_lstm_dynamic,dunnhumby,sample,v8,strict,3,3.254826545715332,0.12069794612732027,1.99615474541982,0.025867140127715328,0.8530221721316998,0.0018047987018225554,4.79109742503399,4.008185779918807,-4.791097992299809,4.008186451301435,145.30999408351877,115.29129984159957,11872.0,0.0,11303.200913699964,475.8518157919608,4.89588928852826,3.8844777574662928,-4.79109742503399,4.008185779918807,4.8849060733205585,3.883505611663086,-4.7779152749542035,4.009818718196425,-4.79109742503399,4.008185779918807,4.89588928852826,3.8844777574662928,4.89588928852826,3.8844777574662928,0.9666996761114287,0.011451358171781681,66.7143071492513,0.524693221437147,107.92368570963542,2.275309063130272,0.8285629214616189,0.0021802147195021273,1.0510648886362712,0.025727117158346722,1.4979172547658284,0.05233528384954204,0.4899314244588216,0.03527244727086994,1.579008711780481,1.053475276408864,3001.297470221432,1020.7572323273367,347125.7604829216,0.0,352606.88471574214,3656.886720922772,3.458455478551663,1.1762391024016867,1.5790024414192605,1.053476041603858,1.5790024414192605,1.053476041603858,3.4796610600994846,1.1900613634217438,1.7164688916911919,1.072935888499081,1.5790024414192494,1.0534760416038578,3.458455478551663,1.1762391024016867,0.9910195969489086,0.004217339112401678,66.53457132975261,0.5243665895435052,107.63262939453125,2.268936244848359,0.7922933361523622,0.002247864202237885,3.3966204791305326,0.01931849756105776,0.8285622098001094,0.0021796161232190006,346205.21875,0.0,351661.1354166667,3646.2307314815557,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.0524432888309343,0.0164024900867114,0.8235297098438245,0.0,1.4839400806993037,0.012060737101297288,0.9847144166806475,0.004484049408943935,27.51521755817735,0.0,0.85,0.08660254037844388,2215.0,0.0,1834.5199381510417,99.56817517847549,63355.44140625,0.0,67498.01822916667,1303.8301646636905,1.0524432888309343,0.0164024900867114,0.9847144166806475,0.004484049408943935,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_lstm_full,dunnhumby,sample,v8,strict,3,3.2439204851786294,0.10674617373449213,1.9956228335698445,0.04135576965171287,0.8551572336119064,0.0028113263845837106,3.605709694826311,0.5576371305648986,-3.605710806765218,0.5576393827051217,107.01746374244492,16.550670035166192,11872.0,0.0,11443.930145030221,66.20268014066477,3.605709694826311,0.5576371305648986,-3.605709694826311,0.5576371305648986,3.592368433619314,0.5554697962856416,-3.592368433619314,0.5554697962856416,-3.605709694826311,0.5576371305648986,3.605709694826311,0.5576371305648986,3.605709694826311,0.5576371305648986,0.9694943140109432,0.00751572339356869,66.04176330566406,0.7512134441856272,107.08018747965495,1.7198832860146802,0.8311627320282389,0.00044174635314158625,1.0552520354588826,0.003647977912759762,1.5054595470428467,0.007970392811655942,0.4851912458737691,0.00545212628154141,2.5683986038680984,1.4145634863901337,3451.109889126276,674.0117692470521,347125.7604829216,0.0,356041.3245688756,4910.304933597027,3.976783381705914,0.776677326752548,2.5683959823525186,1.4145607997418017,2.5683959823525186,1.4145607997418017,4.028648813552561,0.8085725885895164,2.7073826879494995,1.407355149810581,2.568395982352507,1.4145607997418035,3.976783381705914,0.776677326752548,0.9921690563415844,0.003924087415063531,65.86452992757161,0.7499640913905702,106.79232279459636,1.714774563027679,0.7948533293959841,0.00018155147685037015,3.400785208961979,0.02232370247641243,0.8311591015176539,0.0004380061925455589,346205.21875,0.0,355085.90625,4897.282353131078,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.047911407642255,0.012461576199829382,0.8235297098438245,0.0,1.4951617690261945,0.015607625380159728,0.984521687737109,0.0014282818359912745,27.51521755817735,0.0,0.9,0.0,2215.0,0.0,1860.922342936198,77.05442445132306,63355.44140625,0.0,67538.54427083333,412.773724181265,1.047911407642255,0.012461576199829382,0.984521687737109,0.0014282818359912745,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_lstm_none,dunnhumby,sample,v8,strict,3,3.2719126542409263,0.1440645377057153,1.9982590675354004,0.028500293161118226,0.8533420020518246,0.0018580279506485503,4.401772701945441,4.442145315303489,-4.401775404663634,4.442146953930316,137.8001050259918,125.32613535218374,11872.0,0.0,11349.421544825038,527.3714918328302,4.6428606814687265,4.222578684372768,-4.401772701945441,4.442145315303489,4.632424368305371,4.219282604986007,-4.386277439091367,4.4434384467680434,-4.401772701945441,4.442145315303489,4.6428606814687265,4.222578684372768,4.6428606814687265,4.222578684372768,0.9659264675639001,0.008398531297031681,66.92542775472005,0.695490491735839,107.53504435221355,2.0096916699775957,0.8279830295285994,0.0012437620160353033,1.0501230160395305,0.02772096517506934,1.495872139930725,0.05402496205972536,0.49129494031270343,0.03635116842914573,2.1118847660634033,1.1135627201156633,3203.2775662531676,812.1171157361379,347125.7604829216,0.0,354456.6489225564,3865.451055609484,3.6912012082269725,0.9358188969972379,2.1118825723092405,1.1135592617015417,2.1118825723092405,1.1135592617015417,3.7328052770749753,0.9763482153280691,2.251181530561929,1.1438397492121617,2.111882572309219,1.1135592617015435,3.6912012082269725,0.9358188969972379,0.9919620861390722,0.005782421356608825,66.74491119384766,0.6946003267323467,107.24540456136067,2.0052198054223007,0.7912712539636911,0.003081426190476838,3.3817931796966456,0.017702744170020695,0.8279809067159803,0.001244712465021204,346205.21875,0.0,353506.8333333333,3857.198536139995,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.0532351005189804,0.01688678857513044,0.8235297098438245,0.0,1.472146698080693,0.019445793347034886,0.9840109919829284,0.0017242390561649174,27.51521755817735,0.0,0.85,0.08660254037844388,2215.0,0.0,1829.975362141927,103.3288106709251,63355.44140625,0.0,67686.71354166667,499.90053462161245,1.0532351005189804,0.01688678857513044,0.9840109919829284,0.0017242390561649174,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_lstm_static,dunnhumby,sample,v8,strict,3,3.2216579914093018,0.06734358106411183,1.9912567933400471,0.023150313170675733,0.8554641447246686,0.002545455211118726,2.721540612887812,1.0371963863241147,-2.7215373269738325,1.0371959249973033,86.40554474076878,21.09463506197439,11872.0,0.0,11548.898698437959,123.13595498439891,2.9112380303493524,0.7107356826810779,-2.721540612887812,1.0371963863241147,2.9015737468757,0.7068731808599916,-2.7078957506507773,1.0401781228029023,-2.721540612887812,1.0371963863241147,2.9112380303493524,0.7107356826810779,2.9112380303493524,0.7107356826810779,0.9708533572603825,0.002106957768490328,66.05277506510417,0.1928380917329077,106.2886454264323,1.1757775210733838,0.8310262426813471,0.001674277502751008,1.0590866406758626,0.005080388954927498,1.5120588143666585,0.011487310994802392,0.4806577165921529,0.00790756016701894,2.817542826098803,0.30523854154988384,3666.7399882741834,895.0695181517466,347125.7604829216,0.0,356906.1520584144,1059.5536528487637,4.22525828468969,1.0314066197870475,2.817535512745097,0.30523624964471424,2.817535512745097,0.30523624964471424,4.2810427970677045,1.028935181347214,2.960400185763191,0.34639052602057174,2.81753551274508,0.3052362496447174,4.22525828468969,1.0314066197870475,0.9917657739965621,0.0027232589213877557,65.87469736735027,0.19228105140069224,106.00240834554036,1.1718527005064077,0.7942067783259162,0.002040015950989059,3.3752607802426873,0.016883167989199324,0.8310240831332565,0.0016764945532829806,346205.21875,0.0,355947.1145833333,1054.7830708242316,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.0460780638426563,0.010611900644920312,0.8235297098438245,0.0,1.479642983640532,0.023997898805306523,0.9865919098950112,0.003358301530979156,27.51521755817735,0.0,0.9,0.0,2215.0,0.0,1871.8575846354167,65.86783400081136,63355.44140625,0.0,66954.85026041667,944.9347445150935,1.0460780638426563,0.010611900644920312,0.9865919098950112,0.003358301530979156,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_transformer_dynamic,dunnhumby,sample,v8,strict,3,3.424315929412842,0.13853317498564516,2.0594116846720376,0.027390651674713978,0.8469593559612804,0.0020985076072634916,3.13473149999367,2.4891773695700663,-2.6512481881387577,3.2236862121891057,95.1421338537087,70.85265624944824,11872.0,0.0,11557.243926246962,382.7159453825795,3.205597501809592,2.3872188763291184,-2.6512472519629298,3.2236855237750968,3.1976666176453867,2.373784945480093,-2.634858215287448,3.222066658895953,-2.6512472519629298,3.2236855237750968,3.205597501809592,2.3872188763291184,3.205597501809592,2.3872188763291184,0.9798218819130217,0.010934138131045162,66.88633982340495,1.4735899159322199,108.12216695149739,3.3173244893980276,0.8229659403792677,0.001811355336284677,1.010620931784312,0.02568992168994264,1.4704084793726604,0.03051155833232159,0.5087525645891825,0.02050300460461912,-0.4505391778051611,4.178542079421706,4564.543293991356,260.45067549824216,347125.7604829216,0.0,345561.81440838403,14504.819221419533,5.259815102908134,0.3001225551637578,3.030768490720591,1.9966008781813271,-0.45054163435229366,4.178548777607406,5.210849880109637,0.3367909035552691,-0.28401081908634457,4.222350761186641,-0.4505416343523076,4.178548777607406,5.259815102908134,0.3001225551637578,0.9906494239137847,0.012038470557733189,66.70734405517578,1.4679446246877603,107.82994588216145,3.30784704696675,0.7878893416361544,0.0017916262846362316,3.3803588383335383,0.00915893887971331,0.8229596505039193,0.0018175969656800566,346205.21875,0.0,344628.40625,14452.126922463967,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.0430972062921708,0.004769095590333433,0.8235297098438245,0.0,1.4614543837609748,0.012131219967038294,0.9905063778395397,0.004774472598946292,27.51521755817735,0.0,0.7999999999999999,0.08660254037844388,2215.0,0.0,1889.6356608072917,30.48812966308038,63355.44140625,0.0,65873.72981770833,1316.9959342858065,1.0430972062921708,0.004769095590333433,0.9905063778395397,0.004774472598946292,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_transformer_full,dunnhumby,sample,v8,strict,3,3.416024843851725,0.13091996278336196,2.053309122721354,0.030030188431188914,0.8475673349108588,0.0023396171584883973,6.304198847405833,2.2312670782471584,-6.304196805859726,2.2312650661019107,187.10862179100513,66.22400688237568,11872.0,0.0,11123.56551283598,264.8960275295027,6.304198847405833,2.2312670782471584,-6.304198847405833,2.2312670782471584,6.2889072700912285,2.233956427708769,-6.2889072700912285,2.233956427708769,-6.304198847405833,2.2312670782471584,6.304198847405833,2.2312670782471584,6.304198847405833,2.2312670782471584,0.9688127694110205,0.009188018372633371,67.39347330729167,1.0014761290552947,108.66223653157552,2.1195570806855004,0.8242436593799618,0.001742638287175369,0.998188336690267,0.012669086425078309,1.4386478662490845,0.02412051654763316,0.5297920306523641,0.01583908134486103,1.6172033237714765,2.328734910128085,4462.497971711415,1063.6218698113223,347125.7604829216,0.0,352739.4839815995,8083.619864152642,5.142226224297711,1.2256328868610737,2.2904777837954895,1.2151378233685028,1.6172016420988395,2.328729464764212,5.141865467022051,1.2475645888844011,1.8075259105960384,2.344654339054775,1.6172016420988324,2.328729464764208,5.142226224297711,1.2256328868610737,0.9912177996662747,0.011127036954396775,67.21200052897136,0.9969489626198549,108.36919657389323,2.109899168132162,0.7918361185732135,0.0014803186112832484,3.383412660564396,0.0038059789746989663,0.8242432921975408,0.001740290605085028,346205.21875,0.0,351786.0,8054.416388259844,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.0533580199413415,0.010662068700050676,0.8235297098438245,0.0,1.4679238063737856,0.01635638005035782,0.9939257643618707,0.0020413669825231763,27.51521755817735,0.0,0.75,0.0,2215.0,0.0,1826.87548828125,62.9330466403056,63355.44140625,0.0,64936.145182291664,542.6544471324875,1.0533580199413415,0.010662068700050676,0.9939257643618707,0.0020413669825231763,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_transformer_none,dunnhumby,sample,v8,strict,3,3.489440441131592,0.14860183876815286,2.0692265828450522,0.03655352986428483,0.8469459601517996,0.0010872704570339706,4.774001271199094,2.9148131906063255,-4.77400485824489,2.914814967832589,148.56044352147728,80.29219214168076,11872.0,0.0,11305.230569083244,346.046621988783,5.005405779025515,2.705262538466332,-4.774001271199094,2.9148131906063255,4.987953831844886,2.706700635308336,-4.751693570672262,2.9212090530523325,-4.774001271199094,2.9148131906063255,5.005405779025515,2.705262538466332,5.005405779025515,2.705262538466332,0.9732123819080654,0.011742422575181943,67.54485321044922,1.0613478133492775,108.87955729166667,2.0884973643741374,0.8213712244362789,0.002297499819875963,0.9897541006406149,0.006160592964953551,1.4285829067230225,0.01250769528195885,0.53641144434611,0.008097933047147681,0.021350932142986778,3.636116265011245,4756.072542073769,340.5990360919417,347125.7604829216,0.0,347199.87730236637,12621.908838349242,5.480518110159404,0.39247912412850045,2.755150281708603,1.3549066812455002,0.021351575677259167,3.6361198952188487,5.439941307652796,0.3569982744576103,0.19399485711499573,3.669196049627089,0.021351575677249397,3.6361198952188554,5.480518110159404,0.39247912412850045,0.9856142804207129,0.011819066249102072,67.3646469116211,1.055960022999838,108.58614857991536,2.0790784453067985,0.7892921707652206,0.0032178986388384967,3.3930252234568847,0.005436445932633807,0.8213704918464814,0.0022981174698967215,346205.21875,0.0,346260.3229166667,12573.08848940605,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.053896903104115,0.009120860958307981,0.8235297098438245,0.0,1.4593860736891902,0.01045706626094301,0.9931060699316251,0.006410208105094759,27.51521755817735,0.0,0.75,0.0,2215.0,0.0,1823.2542928059895,54.4981337997089,63355.44140625,0.0,65182.574869791664,1736.2324286215987,1.053896903104115,0.009120860958307981,0.9931060699316251,0.006410208105094759,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
extension3_transformer_static,dunnhumby,sample,v8,strict,3,3.4369277954101562,0.1942126345168432,2.0624560515085855,0.03290374502607668,0.8494577738048802,0.0024598329458487655,3.0584650357364302,2.8685764293968883,-2.046054178599506,3.9975725350788625,95.4115766029184,81.13304358005561,11872.0,0.0,11629.092969068637,474.5914774499036,3.214675761553855,2.733593112535566,-2.0460497888423474,3.9975697224553874,3.2117624434430283,2.7231989811093595,-2.0294737341035884,3.9986570817182088,-2.0460497888423474,3.9975697224553874,3.214675761553855,2.733593112535566,3.214675761553855,2.733593112535566,0.9801811723344898,0.013611211477139668,67.34559122721355,1.4430656024517432,108.89501698811848,3.1937684796727437,0.82459328109462,0.0019081012924572999,1.008597771326701,0.026418667591174363,1.4631231625874836,0.03586196477635833,0.513553241888682,0.023979588607608928,1.6589269162544122,3.2145895305577157,4448.702475894134,1222.5279556047938,347125.7604829216,0.0,352884.3071101201,11158.680539871986,5.126329396821597,1.4087435676384399,2.8701258320901992,1.4509340939058495,1.6589222935189685,3.214593040962452,5.129436082391312,1.4639583377149294,1.825706538161146,3.2380983296586767,1.6589222935189527,3.214593040962445,5.126329396821597,1.4087435676384399,0.9958622882449278,0.010390509205123057,67.16578420003255,1.439130373141975,108.60157267252605,3.18412152565266,0.7909829985580893,0.001327671962151691,3.3844990791703844,0.011556182389443144,0.8245911078624597,0.0019115722026832468,346205.21875,0.0,351931.1041666667,11114.272108126992,2498.0,0.0,80.0,0.0,4.0,0.0,30.0,0.0,1.044144735054201,0.004349689641390006,0.8235297098438245,0.0,1.4638345993736204,0.02222884246027147,0.9910236456018335,0.004556725950810217,27.51521755817735,0.0,0.7999999999999999,0.08660254037844388,2215.0,0.0,1882.8488159179688,27.611004982672576,63355.44140625,0.0,65730.69856770833,1248.4069204810467,1.044144735054201,0.004349689641390006,0.9910236456018335,0.004556725950810217,2.0,0.0,120.0,0.0,120.0,0.0,,,,,,
pareto_nbd,tafeng,,,strict,0,1.2928977012634277,0.0,0.9239565134048462,0.0,0.6257877041331747,0.0,14.802477940999614,0.0,14.802479399707902,0.0,1011.8538166761398,0.0,30127.0,0.0,34586.542529284954,0.0,16.793139321474754,0.0,14.802477940999614,0.0,20.693858990647882,0.0,19.031415320250805,0.0,14.802477940999614,0.0,16.793139321474754,0.0,16.793139321474754,0.0,1.0777832916631536,0.0,946.5379028320312,0.0,3434.078125,0.0,0.5129454575429402,0.0,2.4843735694885254,0.0,3.9082982540130615,0.0,-0.22547614574432373,0.0,15.863384659038763,0.0,746007.4188965469,0.0,23513494.0,0.0,27243531.094482735,0.0,15.863389313739315,0.0,15.863389313739315,0.0,15.863389313739315,0.0,18.429250928214337,0.0,18.429250928214337,0.0,15.863389313739315,0.0,15.863389313739315,0.0,0.95220050916013,0.0,946.5379028320312,0.0,3434.078125,0.0,0.41400049885405826,0.0,3.1304902223247106,0.0,0.5129454575429402,0.0,23513494.0,0.0,27243530.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgnbd_gg,tafeng,,,strict,0,1.2972151041030884,0.0,0.9309380054473877,0.0,0.6215821573454967,0.0,16.100275200205942,0.0,16.100279649483852,0.0,1060.7699384003877,0.0,30127.0,0.0,34977.529909566045,0.0,17.604971261665412,0.0,16.100275200205942,0.0,21.646969012884494,0.0,20.390365319368502,0.0,16.100275200205942,0.0,17.604971261665412,0.0,17.604971261665412,0.0,1.0813729553640226,0.0,945.0034790039062,0.0,3442.340087890625,0.0,0.5143593953887255,0.0,2.4819915294647217,0.0,3.9014506340026855,0.0,-0.2211858034133911,0.0,15.811822777167869,0.0,743582.0597951293,0.0,23513494.0,0.0,27231404.298975646,0.0,15.81181554292036,0.0,15.81181554292036,0.0,15.81181554292036,0.0,18.378521244437145,0.0,18.378521244437145,0.0,15.81181554292036,0.0,15.81181554292036,0.0,0.9502693560409154,0.0,945.0034790039062,0.0,3442.340087890625,0.0,0.4158913458220816,0.0,3.1523645343471944,0.0,0.5143593953887255,0.0,23513494.0,0.0,27231406.0,0.0,27809.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_base,tafeng,sample,v6,strict,2,1.7658330202102661,0.04087890272029229,0.9628137350082397,0.013220033385018088,0.620595644974554,0.0019784879020162335,10.018725716559159,3.2829313330972267,10.018723471678229,3.282927793346723,3004.0305637396873,1629.9975600037733,30127.0,0.0,33145.34149662778,989.0487227222017,49.8561184940367,27.052105420449653,10.018725716559159,3.2829313330972267,60.05506253977109,29.73715025290128,24.72578304233309,4.619331819648624,10.018725716559159,3.2829313330972267,49.8561184940367,27.052105420449653,49.8561184940367,27.052105420449653,0.8826541868039703,0.03569040927945811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,1.8084855914196285,0.010044286712418431,0.3518873876671712,0.0,,,,,,,0.75,0.0,2897.0,0.0,1601.91748046875,8.897012251467554,0.0,0.0,0.0,0.0,1.8084855914196285,0.010044286712418431,1.0,0.0,2.0,0.0,63.5,12.020815280171307,100.0,0.0,5.0,0.0,0.1,0.0,4.0,0.0
lstm_joint,tafeng,sample,v8,strict,2,1.6198731660842896,0.06024858277153493,0.9366104006767273,0.012821661372893117,0.6199638356351564,0.007389763384582988,8.395714069177105,8.654483683498935,8.395714651724369,8.654487615040468,2472.919968801364,1189.0415969956136,30127.0,0.0,32656.376777620986,2607.3362993277237,41.041590082008895,19.733820111455067,8.395714069177105,8.654483683498935,48.467213641743946,22.922661124244296,19.216478415060905,0.8340655545973996,8.395714069177105,8.654483683498935,41.041590082008895,19.733820111455067,41.041590082008895,19.733820111455067,0.8597207022725774,0.0029216785379857823,1146.6926879882812,109.79809431398833,3999.9337158203125,210.97107412562258,0.5401336171347758,0.006302374682335971,3.5860239267349243,0.11992346264113957,4.519536018371582,0.17171502737787256,-0.6399497389793396,0.12452648855440836,60.67569541132424,21.963075730663235,3951825.9060440087,520558.54600605485,23513493.88786887,0.0,37780469.751688406,5164285.4716304485,84.03314974987282,11.069357631164761,60.675695121515645,21.963071486772183,60.675695121515645,21.963071486772183,94.58472078377827,20.526767597370792,73.40210035221877,9.429981503542066,60.675695121515645,21.963071486772183,84.03314974987282,11.069357631164761,1.141495599747345,0.059580314622308235,1146.6926879882812,109.79809431398833,3999.9337158203125,210.97107412562258,0.3834239461825384,0.013449480852650929,3.315182219306087,0.007758395101767805,0.5401336171347758,0.006302374682335971,23513494.0,0.0,37780470.0,5164286.494144956,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,1.84344435990123,0.03311654127931751,0.3518873876671712,0.0,1.8493057464756992,0.010178010444831838,1.5646446908240401,0.03181570986043167,289.2988732420841,0.0,0.75,0.0,2897.0,0.0,1571.7683715820312,28.236020186587478,3010621.0,0.0,1924554.21875,39134.16189216211,1.84344435990123,0.03311654127931751,1.5646446908240401,0.03181570986043167,2.0,0.0,125.0,0.0,120.0,0.0,5.0,0.0,0.1,0.0,4.0,0.0
transformer_joint,tafeng,sample,v6b,strict,2,1.521262288093567,0.27814374347540005,0.9223682582378387,0.13171349560303153,0.6221450840501954,0.005280645504475203,27.387613448542723,0.5938822436591633,-0.4199409997676522,38.731934861618434,3035.0053857225926,1994.1755849435524,30127.0,0.0,30000.485230019316,11668.769870650818,50.3701892940318,33.09615270261813,-0.41993816171767584,38.73193437996089,55.58015040831363,34.28835787283811,9.252102070538683,31.22939640471953,-0.41993816171767584,38.73193437996089,50.3701892940318,33.09615270261813,50.3701892940318,33.09615270261813,0.8457628035240734,0.0782394959996213,973.0376281738281,249.5535805166897,3114.616943359375,203.7620721540481,0.5565949966399981,0.0011853342444142262,3.4820358753204346,0.22790554298738455,4.375487804412842,0.31250977798900087,-0.5398867130279541,0.21940654669146575,29.112823470642006,54.36629622779743,3592713.4932493605,587996.0983207276,23513493.88786887,0.0,30358939.260925815,12783418.560705401,76.39684494321196,12.503375745109656,38.44278521144962,41.171770274667175,29.112837954671885,54.3663082214279,82.88980775078375,17.27304860674585,38.834222858431396,45.03095704629806,29.112837954671896,54.366308221427914,76.39684494321196,12.503375745109656,1.005251067238134,0.16804935459289444,973.0376281738281,249.5535805166897,3114.616943359375,203.7620721540481,0.4025071492646365,0.003409922698353036,3.4817802945621352,0.01881350820344269,0.5565949966399981,0.0011853342444142262,23513494.0,0.0,30358936.0,12783415.801545376,27809.0,0.0,12.0,0.0,5.0,0.0,30.0,0.0,1.815615890599508,0.010074488429791641,0.3518873876671712,0.0,1.816275891741665,0.08060178276389729,1.5768961144896754,0.03799805060862029,289.2988732420841,0.0,0.75,0.0,2897.0,0.0,1595.6263732910156,8.853810720219522,3010621.0,0.0,1909761.390625,46019.01755261949,1.815615890599508,0.010074488429791641,1.5768961144896754,0.03799805060862029,2.0,0.0,34.5,0.7071067811865476,100.0,0.0,5.0,0.0,0.1,0.0,4.0,0.0
