model,dataset,mode,version,protocol_variant,n_seeds,freq_rmse_mean,freq_rmse_std,freq_mae_mean,freq_mae_std,freq_normalized_gini_mean,freq_normalized_gini_std,freq_calibration_factor_mean,freq_calibration_factor_std,freq_mape_mean,freq_mape_std,bias_pct_mean,bias_pct_std,freq_weekly_mae_mean,freq_weekly_mae_std,freq_weekly_total_true_mean,freq_weekly_total_true_std,freq_weekly_total_pred_mean,freq_weekly_total_pred_std,freq_weekly_mape_mean,freq_weekly_mape_std,freq_weekly_bias_pct_mean,freq_weekly_bias_pct_std,freq_mase_mean,freq_mase_std,freq_mase_scale_mean,freq_mase_scale_std,smearing_factor_mean,smearing_factor_std,spend_calibration_factor_mean,spend_calibration_factor_std,spend_mae_raw_mean,spend_mae_raw_std,spend_rmse_raw_mean,spend_rmse_raw_std,spend_normalized_gini_mean,spend_normalized_gini_std,spend_mae_log_mean,spend_mae_log_std,spend_rmse_log_mean,spend_rmse_log_std,spend_r2_log_mean,spend_r2_log_std,spend_bias_pct_mean,spend_bias_pct_std,spend_weekly_mae_mean,spend_weekly_mae_std,spend_weekly_total_true_mean,spend_weekly_total_true_std,spend_weekly_total_pred_mean,spend_weekly_total_pred_std,spend_weekly_mape_mean,spend_weekly_mape_std,spend_weekly_bias_pct_mean,spend_weekly_bias_pct_std,spend_mase_mean,spend_mase_std,spend_mase_scale_mean,spend_mase_scale_std,clv_mae_mean,clv_mae_std,clv_rmse_mean,clv_rmse_std,clv_spearman_mean,clv_spearman_std,clv_decile_lift_mean,clv_decile_lift_std,clv_normalized_gini_mean,clv_normalized_gini_std,clv_total_true_mean,clv_total_true_std,clv_total_pred_mean,clv_total_pred_std,validation_temperature_mean,validation_temperature_std,validation_freq_true_total_mean,validation_freq_true_total_std,validation_freq_pred_total_mean,validation_freq_pred_total_std,validation_spend_true_total_mean,validation_spend_true_total_std,validation_spend_pred_total_mean,validation_spend_pred_total_std,validation_freq_calibration_factor_mean,validation_freq_calibration_factor_std,validation_spend_calibration_factor_mean,validation_spend_calibration_factor_std,run_valid_mean,run_valid_std
extension3_transformer_dynamic,dunnhumby,sample,final,strict,3,3.5612130959828696,0.029542575274298027,2.1935118039449057,0.028594122787777745,0.8295672624860372,0.003701688085198687,0.9913995671230246,0.0027544878640884366,0.6205953784815813,0.5429212139974483,0.12033741857592095,0.9223609590790551,47.80290536799779,13.910570423879365,11872.0,0.0,11886.286326978356,109.5024455740297,1.6098953472950008,0.4648189286158574,0.13696157163969783,0.923282624145955,1.030513944362033,0.006172830443527213,0.8235297098438245,0.0,1.4099493691841751,0.024510635024341244,0.9734973831009478,0.004369081885008721,67.63557434082031,0.6849851478839852,104.85347747802734,0.7621206028605283,0.8113655050690154,0.0042394989545028825,1.0925777355829875,0.011208298875426811,1.6226609945297241,0.015239231517131246,0.4018904169400533,0.011203850961058385,1.4364601060758722,1.2323828292724353,3104.6023529491686,568.9513415296597,347125.7604829216,0.0,352112.06743541145,4277.92853966883,3.5582503830314303,0.6165888868222408,1.5496524384439123,1.153768977737393,1.0199490143513634,0.008093253567299669,27.51521755817735,0.0,67.45494842529297,0.6821228231784815,104.57229359944661,0.7586252251025556,0.7721421898365849,0.0046424141427637115,3.347542675840886,0.008603436377891394,0.8113595802003751,0.004242452335595655,346205.21875,0.0,351162.9270833333,4276.0270447501725,1.0157387256622314,0.014376918616455986,19422.0,2301.9619892604655,19757.01171875,2269.0265604837655,569752.7466295025,69482.67752777015,601943.4618991615,77171.61989045591,0.9913995671230246,0.0027544878640884366,0.9734973831009478,0.004369081885008721,1.0,0.0
extension3_transformer_full,dunnhumby,sample,final,strict,3,3.6059868335723877,0.023304127874648795,2.200489600499471,0.02025756700318147,0.829907484246707,0.005710081434723061,0.9928920624265928,0.004305310792413897,2.32153495795429,1.1720371875629796,-2.32153495795429,1.1720371875629796,85.84946204070002,14.233269733318325,11872.0,0.0,11596.386991854757,139.14404978210507,2.8797856529549257,0.47867709949695897,-2.306115713740664,1.178609851189424,1.0270597789674831,0.0011250538299520422,0.8235297098438245,0.0,1.4069566232600037,0.03231765534397932,0.9745304424856251,0.0018640043988743793,67.05823008219402,0.24242848682048865,104.12812042236328,0.5555575465948291,0.8154119018887132,0.0038470655197999516,1.0776122013727825,0.007479215571074573,1.5989511807759602,0.01068906641895011,0.4192583958307902,0.0077724354522871585,0.846058068773828,1.4311546944459983,2809.8878756759245,2321.091426193818,347125.7604829216,0.0,350062.6429737915,4967.919801763089,3.227603410263613,2.656582685796007,0.9559521047048758,1.4886805262121772,1.0119484600323274,0.004231587191733725,27.51521755817735,0.0,66.88103739420573,0.2421139118532791,103.85159047444661,0.5554430677146474,0.7771998235192713,0.0040388862577459645,3.350878490227385,0.010020300435390287,0.8154132286098997,0.0038488022110597766,346205.21875,0.0,349121.75,4935.790440097177,1.0192928314208984,0.013802328360148596,19422.0,2301.9619892604655,19692.075520833332,2187.0280161331934,569752.7466295025,69482.67752777015,600359.1712396803,73631.91160560849,0.9928920624265928,0.004305310792413897,0.9745304424856251,0.0018640043988743793,1.0,0.0
extension3_transformer_none,dunnhumby,sample,final,strict,3,3.593163092931112,0.04928154978079004,2.195347547531128,0.018544422440043576,0.8273617636930712,0.00520282576644472,0.9904856859260797,0.003280020762949012,2.409002230388028,0.8110523741402056,-0.5665082494524932,2.9801587503979734,84.4794020888706,18.872706796232897,11872.0,0.0,11804.744286765655,353.80475627995173,2.844881585179516,0.6463200374677851,-0.5461651198744367,2.9856957756767306,1.0299952874864722,0.003672025563472292,0.8235297098438245,0.0,1.4081006008412158,0.032401790567506236,0.9726343408560263,0.0025229224681016056,68.19050852457683,1.481881544633029,106.21082814534505,2.9655654112845777,0.8090619910913853,0.0038883132411585202,1.088003675142924,0.006274750444358292,1.6093390385309856,0.004997301935136789,0.4117018183072408,0.0036521781433042303,0.620098288108368,1.249777557450501,2258.818926904017,1546.806438268771,347125.7604829216,0.0,349278.27559014887,4338.304069385329,2.5951752006802455,1.7841200228585272,0.7214484601158793,1.3000842679538274,1.0178423855546248,0.008977162017756375,27.51521755817735,0.0,68.00995127360027,1.4769381911804322,105.92696889241536,2.956989738541292,0.7708515596748876,0.004305208241270816,3.3404409980748806,0.029416542925242567,0.8090586056600494,0.0038870568536017516,346205.21875,0.0,348342.65625,4325.0011898255225,1.0153422753016155,0.01468439640570835,19422.0,2301.9619892604655,19797.229817708332,2315.471971698743,569752.7466295025,69482.67752777015,603015.1389373798,76869.75244246828,0.9904856859260797,0.003280020762949012,0.9726343408560263,0.0025229224681016056,1.0,0.0
extension3_transformer_static,dunnhumby,sample,final,strict,3,3.5812832514444985,0.01843973070199888,2.2059384981791177,0.030718509905779196,0.8312164973090521,0.003241052816862787,0.9924277416728544,0.0029569999075122764,0.9313920973017744,0.9774810586354326,0.6396626954879828,1.2817774894133986,51.148205373746656,24.376575539703932,11872.0,0.0,11947.940861638635,152.1724685825477,1.7260942009104105,0.8261644607371796,0.6566357904223177,1.2835080716307539,1.0323808956653382,0.006828769467735834,0.8235297098438245,0.0,1.4103239997591794,0.02279193801863999,0.9747813070807215,0.004823598878348404,67.8615239461263,1.0623183707756927,104.97061665852864,1.0917735954682743,0.8140745287634655,0.0034168267329991744,1.0901233355204265,0.013139326303921894,1.6177786986033122,0.019490508361772615,0.4054616490999858,0.014318571351565368,2.8130535788063358,1.2477566799334192,3779.340219475,870.9440331522795,347125.7604829216,0.0,356890.58624108275,4331.299927593977,4.366713166634995,1.025794683182132,2.9201385131361204,1.2067993017302867,1.0231456557995304,0.011241281328553678,27.51521755817735,0.0,67.68159993489583,1.0589371031878592,104.69072977701823,1.0887253701101196,0.7755127429667912,0.0041534196073282825,3.3356759450860487,0.019211351991759884,0.8140734948182183,0.003414341017972278,346205.21875,0.0,355929.65625,4322.693632587318,1.0168779691060383,0.015565212237046168,19422.0,2301.9619892604655,19714.927734375,2252.5205316257743,569752.7466295025,69482.67752777015,600229.9153551675,75915.70967887406,0.9924277416728544,0.0029569999075122764,0.9747813070807215,0.004823598878348404,1.0,0.0
lstm_base,tafeng,sample,v2,strict,3,1.3463058074315388,0.0861221976326717,0.9553547898928324,0.0895298668012205,0.6538576780014358,0.00019193189592447684,0.9997013371882599,0.006306761087125566,29.432222169205914,22.604522791897793,29.432222169205914,22.604522791897793,2378.304304201932,1135.3828196888878,30127.0,0.0,38994.04521552644,6810.064682279436,45.64443872360594,21.343335581731445,35.89765009495389,23.49974668997454,0.9195310215083353,0.08863143742130751,0.35188738766717115,6.798699777552591e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0058504740397136,0.009781934922860464,5206.666666666667,118.37370203441866,5210.218912760417,128.4455216190565,0.0,0.0,0.0,0.0,0.9997013371882599,0.006306761087125566,1.0,0.0,1.0,0.0
lstm_joint,tafeng,sample,v2,strict,3,1.432163914044698,0.21844724014495936,1.0351551373799641,0.16116376289830617,0.6307690447944805,0.02264967031387334,1.000186843253814,0.0008807160218894048,38.975954483658064,33.99075324950191,38.975954483658064,33.99075324950191,2890.4786572922335,1632.259402981058,30127.0,0.0,41869.28581290863,10240.395413092025,51.935892072467915,25.109899817907053,43.02399783150903,31.623812019244053,0.977983543114199,0.09730410681140034,0.35188738766717115,6.798699777552591e-17,1.6078701444403993,0.022711369976479073,0.9756583128817123,0.004049437165592053,1438.4283040364583,352.2494424797584,4114.568277994792,987.7275697882485,0.5345341880110167,0.021916131740729757,3.949256340662638,0.12924560335916155,5.025876681009929,0.1255197378996792,-1.0273730754852295,0.1008787013534048,116.964250400217,54.741542004928,5684021.689970664,2519925.307534423,23513493.88786887,0.0,51015874.13059503,12871647.209985703,124.20351900547901,50.743941862991065,120.38771474676587,51.51487370493019,1.3854271322699938,0.2297838757325424,289.2988732420841,0.0,1438.4283040364583,352.2494424797584,4114.568277994792,987.7275697882485,0.36690033638214165,0.03472963895189364,3.097141933025067,0.19187638024675122,0.5345341880110167,0.021916131740729757,23513494.0,0.0,51015876.0,12871649.194836223,1.0255913535753887,0.033957584446527654,5206.666666666667,118.37370203441866,5204.8603108723955,126.9313218714413,4475460.337010961,54179.27354069233,4704841.845368049,81343.80270149698,1.000186843253814,0.0008807160218894048,0.9756583128817123,0.004049437165592053,1.0,0.0
transformer_joint,tafeng,sample,v2,strict,3,1.3164243300755818,0.03869667353969544,0.8615796168645223,0.017091676365089972,0.6434486929577758,0.001678876102622916,0.9908935378295126,0.004292807065843599,18.46895883814076,5.164263555621269,-18.46895883814076,5.164263555621269,1479.1982003675773,484.4554734738759,30127.0,0.0,24562.856951787136,1555.8362304775412,25.234090525021614,9.461827088265718,-17.179578552061674,5.731855168259036,0.8007368343931723,0.024695405836117734,0.35188738766717115,6.798699777552591e-17,1.637852925206375,0.05814747851737211,0.9640370958381892,0.01018083133627237,864.5105183919271,45.95172416894604,2991.2975260416665,19.758649268078678,0.5647504503995892,0.003687780504373131,3.5844955444335938,0.07656024799490528,4.549908638000488,0.12114076692895942,-0.6616518100102743,0.08824027609637433,7.101136621096521,12.89934299567457,1705484.785286871,844280.301193175,23513493.88786887,0.0,25183220.817925524,3033086.363951024,36.593836000071725,19.15618649107527,6.65987537934955,13.818023913165717,0.9166337252937709,0.057399489048438286,289.2988732420841,0.0,864.5105183919271,45.95172416894604,2991.2975260416665,19.758649268078678,0.3936791292190898,0.0038451319109936008,3.448617624798547,0.018845817644931474,0.5647504503995892,0.003687780504373131,23513494.0,0.0,25183219.333333332,3033086.2413273603,1.002950926621755,0.005308771707400315,5206.666666666667,118.37370203441866,5303.976257324219,154.89176683515876,4475460.337010961,54179.27354069233,4823318.472065245,81871.87757613615,0.9908935378295126,0.004292807065843599,0.9640370958381892,0.01018083133627237,1.0,0.0
lstm_base,uci,sample,v2,strict,3,2.303049087524414,0.06738502988984162,1.284112016359965,0.03606149238250964,0.7438469101487007,0.01680410670864915,0.9892191343462126,0.0011070376726848494,17.36891798778676,6.539798050158882,17.36891798778676,6.539798050158882,59.100922837841495,18.949142927155542,8413.0,0.0,9874.247036100676,550.1935548888391,18.297545467142086,6.090620093636252,17.37114659763218,6.7912011796951575,1.0135190384562347,0.02422205117908434,0.11463343958272965,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0055995186169941,0.011309962020125816,2056.6666666666665,185.97132395434875,2102.1794637044272,193.3743312642073,0.0,0.0,0.0,0.0,0.9892191343462126,0.0011070376726848494,1.0,0.0,1.0,0.0
lstm_joint,uci,sample,v2,strict,3,2.7802019119262695,0.19347912533101688,1.2166657050450642,0.0006603584830904496,0.7578354582627028,0.004306563800112445,0.9874840033101465,0.004338258261926339,12.379230726133168,7.791992254287512,-12.379230726133168,7.791992254287512,53.97930909483097,16.492606349483385,8413.0,0.0,7371.535292639087,655.5402722793988,15.686490413214207,4.441613857065608,-10.115573226941663,7.928948699991942,0.9084693079127781,0.029047748222399812,0.11463343958272965,0.0,1.281488453522937,0.029471399682794833,1.0018957702835294,0.035307042016564816,599.9218546549479,14.332706802555714,3154.6845703125,261.9268780148401,0.8581800631983837,0.003037215950852518,2.87091072400411,0.01542839286327124,3.6724340120951333,0.036298480289503436,-0.19523843129475912,0.023558599809852625,-19.1140959793219,8.442205619149629,38257.84179602413,8110.635637589491,4266929.679746482,0.0,3451344.5178506267,360222.90377470874,22.206071573918408,4.040545700098481,-15.593483467967564,9.293487383954512,1.3517903024308826,0.0373648644171748,36.73676557100432,0.0,584.6413981119791,14.004027638292765,3077.0582682291665,255.6383095112133,0.5840684625177088,0.006927772378779252,6.28414656702219,0.028996926624303095,0.858559955583837,0.003024770625112314,4160751.5,0.0,3368590.1666666665,352242.2584604711,0.9989942908287048,0.030149370979061757,2056.6666666666665,185.97132395434875,2108.7347005208335,176.772155318463,1029267.6012503468,270592.4264097009,1016981.2305074814,194323.2907774346,0.9874840033101465,0.004338258261926339,1.0018957702835294,0.035307042016564816,1.0,0.0
transformer_joint,uci,sample,v2,strict,3,2.347720225652059,0.04265132864880891,1.1742172638575237,0.019585909856556852,0.7682869046268191,0.0016533677105425068,0.983816612804127,0.004707821783866548,4.254665244017196,1.6014915802321357,-1.9848413232002058,4.879410535310752,51.61694440199062,4.5116676304975485,8413.0,0.0,8246.01524063355,410.50491540550917,16.34428717749041,1.41180088915183,0.35752125703273013,5.0145150734004105,0.9324318584742372,0.020995757953670178,0.11463343958272965,0.0,1.310567801073019,0.07270034715226366,0.9683097379495825,0.04934593263381243,616.5376586914062,10.225380920877416,3349.215087890625,326.09834381764716,0.860109978470141,0.0019309124208305977,2.779435078303019,0.07457662317473329,3.5918875535329184,0.10421360394956065,-0.1439509391784668,0.0668878259687022,-8.388994943553673,10.960877108538975,33907.14697352751,3424.292412590551,4266929.679746482,0.0,3908977.1966415737,467692.9792179862,21.197101079507103,0.9445506027777387,-4.582638809459568,11.815470202732568,1.412114473789604,0.05023706350875578,36.73676557100432,0.0,601.1332397460938,9.979990892858831,3267.4595540364585,318.6012551408537,0.6117658034940779,0.009588850653075534,6.279160038482101,0.03797687404984071,0.8604202961478992,0.0019247447759046317,4160751.5,0.0,3814743.5,456148.7794305713,0.9900898536046346,0.011937612445192657,2056.6666666666665,185.97132395434875,2124.7072957356772,177.0020633051492,1029267.6012503468,270592.4264097009,1087604.0375677834,167452.24432505568,0.983816612804127,0.004707821783866548,0.9683097379495825,0.04934593263381243,1.0,0.0
