model,dataset,version,seed,mode,protocol_variant,freq_rmse,freq_mae,freq_normalized_gini,freq_calibration_factor,freq_mape,bias_pct,freq_weekly_mae,freq_weekly_total_true,freq_weekly_total_pred,freq_weekly_mape,freq_weekly_bias_pct,freq_mase,freq_mase_scale,smearing_factor,spend_calibration_factor,spend_mae_raw,spend_rmse_raw,spend_normalized_gini,spend_mae_log,spend_rmse_log,spend_r2_log,spend_bias_pct,spend_weekly_mae,spend_weekly_total_true,spend_weekly_total_pred,spend_weekly_mape,spend_weekly_bias_pct,spend_mase,spend_mase_scale,clv_mae,clv_rmse,clv_spearman,clv_decile_lift,clv_normalized_gini,clv_total_true,clv_total_pred,calibration_temperature_source,validation_temperature,calibration_source,validation_freq_true_total,validation_freq_pred_total,validation_spend_true_total,validation_spend_pred_total,validation_freq_calibration_factor,validation_spend_calibration_factor,run_valid,run_invalid_reason,run_warning
extension3_lstm_none,dunnhumby,final,123,sample,strict,3.377159833908081,2.032221794128418,0.85160404483486,0.994427006909151,2.8584194954514826,-2.8584194954514826,84.83765561506152,11872.0,11532.649377539754,2.850579570777998,-2.850579570777998,0.9890608266563998,0.8235297098438245,1.401085893206077,0.9816077264591065,64.89740753173828,102.43535614013672,0.8318131121159682,1.0770118236541748,1.5728107690811157,0.4381083846092224,2.9744174121337874,2670.3263694634807,347125.7604829216,357450.72524311894,3.142503059405763,3.0461985161117395,0.9947093697522518,27.51521755817735,64.72173309326172,102.15676879882812,0.7947780153230642,3.3991637725359594,0.8318189833814449,346205.21875,356492.5,validation_only,0.969292402267456,validation_only,17490.0,17687.140625,510671.0401096433,530173.2219541172,0.994427006909151,0.9816077264591065,True,,
extension3_lstm_none,dunnhumby,final,42,sample,strict,3.2596590518951416,2.0177969932556152,0.8503996144868882,0.996077666277636,1.672692311741914,-1.672692311741914,53.82418981939554,11872.0,11673.417619735003,1.8012330338823448,-1.657490524314193,0.9819157439499137,0.8235297098438245,1.3791040155115253,0.9845545407462386,64.48637390136719,101.73090362548828,0.8286638578011998,1.0802794694900513,1.5707112550735474,0.43960750102996826,-0.4568409286836254,2884.466023441353,347125.7604829216,345539.94227883086,3.2494613624990385,-0.29734136704135056,0.9870296370541239,27.51521755817735,64.31373596191406,101.45418548583984,0.7925896695671751,3.416317956535746,0.828674420042005,346205.21875,344604.375,validation_only,0.9767154455184937,validation_only,18807.0,18955.701171875,552284.4896824306,569888.8806530267,0.996077666277636,0.9845545407462386,True,,
extension3_lstm_none,dunnhumby,final,7,sample,strict,3.297708749771118,2.0441737174987793,0.8516981335026371,0.9997056799025266,0.1349189532092318,0.1349189532092318,42.00180231779814,11872.0,11888.018248282373,1.423891208519319,0.15871506559115156,0.9919508815800948,0.8235297098438245,1.4192899369008598,0.9824187440666643,63.921112060546875,99.54206848144531,0.8328569089814887,1.081903338432312,1.5798159837722778,0.4330918788909912,1.8323691054322533,2858.728631303482,347125.7604829216,353486.3598984921,3.339355493495049,1.9679725025816361,0.9891969111823679,27.51521755817735,63.75104904174805,99.27410125732422,0.7965416076124503,3.3885202464510407,0.832864392227488,346205.21875,352542.90625,validation_only,0.9828941822052002,validation_only,21969.0,21981.939453125,646302.7100964336,669856.5489477774,0.9997056799025266,0.9824187440666643,True,,
extension3_lstm_static,dunnhumby,final,123,sample,strict,3.3734169006347656,2.0460541248321533,0.8525155958823746,0.9934441307960211,1.8663925623315363,-1.8663925623315363,55.39457640424371,11872.0,11650.421694383025,1.8609706435089794,-1.8609706435089794,0.9926485572758308,0.8235297098438245,1.3955541419829944,0.9791314105436633,64.02389526367188,99.93392944335938,0.8325100116260541,1.074798583984375,1.5690877437591553,0.4407653212547302,3.336831105154256,2895.7485048571616,347125.7604829216,358708.7545023503,3.4037862641689784,3.4037862641689784,0.9906884899066078,27.51521755817735,63.85270690917969,99.66190338134766,0.7958799269137553,3.3838946091952824,0.8325186435031431,346205.21875,357747.34375,validation_only,0.9735355377197266,validation_only,17490.0,17722.37109375,510671.0401096433,532913.3395055362,0.9934441307960211,0.9791314105436633,True,,
extension3_lstm_static,dunnhumby,final,42,sample,strict,3.2879886627197266,2.010970115661621,0.8524950847913002,0.9952327621507657,3.9076977341644206,-3.9076977341644206,115.9803658425808,11872.0,11408.078536629677,3.8888300613571194,-3.8888300613571194,0.9779563449089413,0.8235297098438245,1.3795918104160376,0.9883876004534413,63.47669219970703,99.78602600097656,0.8311223733489391,1.0756982564926147,1.5606005191802979,0.44679874181747437,-1.8504281229496804,2662.182009892207,347125.7604829216,340702.42227039865,2.9647263707717673,-1.6986643615627117,0.9792042503324523,27.51521755817735,63.30447006225586,99.5149917602539,0.7952870297091454,3.3993171128780943,0.8311321120509186,346205.21875,339780.875,validation_only,0.9745602607727051,validation_only,18807.0,18988.041015625,552284.4896824306,565416.1665546633,0.9952327621507657,0.9883876004534413,True,,
extension3_lstm_static,dunnhumby,final,7,sample,strict,3.26383376121521,2.0283455848693848,0.8538918662433591,1.0028439327527208,1.5499557124957886,-1.5499557124957886,58.484401509165764,11872.0,11687.989100754261,1.9626677221414768,-1.5333014786694774,0.9887174082306331,0.8235297098438245,1.4183069479229566,0.9849859364161186,64.03876495361328,99.47638702392578,0.8335698714735483,1.0832864046096802,1.5885217189788818,0.4268267750740051,2.7112292879453626,3041.1146185742946,347125.7604829216,356537.145998895,3.5850665074575154,2.8410217750730653,0.9927560705802327,27.51521755817735,63.8690071105957,99.20782470703125,0.7964477663306319,3.3964131790910264,0.8335751955717597,346205.21875,355587.5625,validation_only,0.9849918484687805,validation_only,21969.0,21844.75,646302.7100964336,666310.7747746164,1.0028439327527208,0.9849859364161186,True,,
extension3_transformer_dynamic,dunnhumby,final,123,sample,strict,3.5728487968444824,2.1926491260528564,0.8297621178512437,0.9917195622335866,0.03741076693059299,-0.03741076693059299,33.63876916375011,11872.0,11867.557770129293,1.130733850804795,-0.02411249786342729,1.0310214564015827,0.8235297098438245,1.40334891808436,0.9729159657150236,67.57469177246094,104.63440704345703,0.8121698335835544,1.0921931266784668,1.6303693056106567,0.3962298631668091,2.8489315471410577,2472.342352835087,347125.7604829216,357015.129894262,2.8712075956009238,2.8712075956009238,1.0237639063313828,27.51521755817735,67.396240234375,104.35530090332031,0.7739834879562824,3.3381787207066034,0.8121718255537776,346205.21875,356063.5,validation_only,1.0033249855041504,validation_only,17490.0,17784.52734375,510671.0401096433,539917.3184368348,0.9917195622335866,0.9729159657150236,True,,
extension3_transformer_dynamic,dunnhumby,final,42,sample,strict,3.5276243686676025,2.165358781814575,0.8331676744727665,0.9884990576191612,0.7129761729278976,-0.7129761729278976,61.44522527232766,11872.0,11787.356023564935,2.0589034853689974,-0.695185436500976,1.0241030250886307,0.8235297098438245,1.3894148141969,0.9781280620571052,66.98306274414062,104.22488403320312,0.8151452235355625,1.0815666913986206,1.6051075458526611,0.4147951602935791,0.8800935251850375,3266.164897763505,347125.7604829216,350180.78276673483,3.7400281168014504,1.034826320745279,1.0106533545927765,27.51521755817735,66.8040771484375,103.94580841064453,0.7755814977717916,3.349351262433798,0.8151371873111013,346205.21875,349234.84375,validation_only,1.0123999118804932,validation_only,18807.0,19249.78125,552284.4896824306,577548.7087144328,0.9884990576191612,0.9781280620571052,True,,
extension3_transformer_dynamic,dunnhumby,final,7,sample,strict,3.5831661224365234,2.222527503967285,0.8257719951341014,0.993980081516326,1.1113991955862534,1.1113991955862534,48.32472166791558,11872.0,12003.945187240839,1.6400487057112108,1.1301826492834968,1.0364173515958857,0.8235297098438245,1.4370843752712659,0.9694481215307145,68.34896850585938,105.70114135742188,0.8067814580879293,1.103973388671875,1.6325061321258545,0.39464622735977173,0.5803552459015213,3575.299808248914,347125.7604829216,349140.2896452375,4.063515436691918,0.7429233989855342,1.0254297821299314,27.51521755817735,68.1645278930664,105.415771484375,0.766861583781681,3.3550980443822565,0.8067697277362463,346205.21875,348190.4375,validation_only,1.0314912796020508,validation_only,21969.0,22236.7265625,646302.7100964336,688364.3585462171,0.993980081516326,0.9694481215307145,True,,
extension3_transformer_full,dunnhumby,final,123,sample,strict,3.6315486431121826,2.2097151279449463,0.8259430003934075,0.9919337170998781,3.4130497441458894,-3.4130497441458894,101.29938874952495,11872.0,11466.8024450019,3.400681533376678,-3.400681533376678,1.0258111454041539,0.8235297098438245,1.4028057953821562,0.9732476116279487,67.21808624267578,104.6081771850586,0.8133640589855428,1.0765358209609985,1.5896191596984863,0.42603451013565063,0.12698928270230603,454.0923618374836,347125.7604829216,347566.54067221854,0.5303101190226187,0.14901044457814946,1.0070662348381152,27.51521755817735,67.04116821289062,104.33216857910156,0.7751935955420232,3.360947937412246,0.813360411612628,346205.21875,346645.3125,validation_only,1.0078476667404175,validation_only,17490.0,17776.78515625,510671.0401096433,539538.9512405143,0.9919337170998781,0.9732476116279487,True,,
extension3_transformer_full,dunnhumby,final,42,sample,strict,3.6004879474639893,2.1772613525390625,0.8364523110573742,0.9891466781078102,1.0828722519373315,-1.0828722519373315,82.97844458837062,11872.0,11743.440741699189,2.779438858594281,-1.0584290409514963,1.0273735610672108,0.8235297098438245,1.3769149262161726,0.9766686114486058,67.17731475830078,104.25660705566406,0.8198497166743943,1.0707294940948486,1.5966213941574097,0.4209668040275574,2.49416097768604,5094.644264708775,347125.7604829216,355783.6497617167,5.84151217980977,2.6738823586331626,1.0142185813255788,27.51521755817735,66.99943542480469,103.97913360595703,0.7818490161110647,3.3507794627215213,0.8198532474028782,346205.21875,354805.46875,validation_only,1.0154101848602295,validation_only,18807.0,19224.294921875,552284.4896824306,579317.0311802434,0.9891466781078102,0.9766686114486058,True,,
extension3_transformer_full,dunnhumby,final,7,sample,strict,3.585923910140991,2.2144923210144043,0.8273271412893392,0.9975957920720904,2.4686828777796497,-2.4686828777796497,73.27055278420448,11872.0,11578.917788863182,2.459236566893818,-2.459236566893818,1.0279946304310845,0.8235297098438245,1.4411491481816825,0.973675104380321,66.77928924560547,103.51957702636719,0.8130219300062025,1.0855712890625,1.6106129884719849,0.4107738733291626,-0.08297605406686194,2880.9270004815153,347125.7604829216,346837.7384874392,3.3109879319584508,0.04496351090331535,1.0145605639332884,27.51521755817735,66.60250854492188,103.24346923828125,0.774556858904726,3.3409080705483873,0.8130260268141927,346205.21875,345914.46875,validation_only,1.0346206426620483,validation_only,21969.0,22075.146484375,646302.7100964336,682221.5312982834,0.9975957920720904,0.973675104380321,True,,
extension3_transformer_none,dunnhumby,final,123,sample,strict,3.648921489715576,2.2161459922790527,0.8229786707310427,0.9924833548844665,2.982250121083221,-2.982250121083221,88.51319509744644,11872.0,11517.947219610214,2.968937346632769,-2.968937346632769,1.0304725663462253,0.8235297098438245,1.40993869340869,0.9747846446595225,68.88336944580078,107.453125,0.8057714373576008,1.095108151435852,1.6138813495635986,0.40838003158569336,0.04090736570248678,606.9814734088286,347125.7604829216,347267.73312088253,0.7139917852114024,0.055409371643216,1.02016142686317,27.51521755817735,68.7025375366211,107.16905212402344,0.7679843070785168,3.314029302666351,0.8057676123503528,346205.21875,346350.84375,validation_only,1.016788125038147,validation_only,17490.0,17756.9453125,510671.0401096433,537792.2873599415,0.9924833548844665,0.9747846446595225,True,,
