run_name,model,dataset,version,seed,mode,protocol_variant,metric_definition_version,freq_rmse,freq_mae,freq_normalized_gini,freq_calibration_factor,freq_horizon_abs_bias_pct,bias_pct,freq_weekly_mae,freq_weekly_total_true,freq_weekly_total_pred,freq_valendin_mape,freq_horizon_bias_pct,freq_weekly_mean_pct_mape,freq_weekly_mean_pct_bias_pct,freq_weekly_bias_pct,freq_weekly_mape,freq_mape,freq_mase,freq_mase_scale,smearing_factor,spend_calibration_factor,spend_mae_raw,spend_rmse_raw,spend_normalized_gini,spend_mae_log,spend_rmse_log,spend_r2_log,spend_bias_pct,spend_weekly_mae,spend_weekly_total_true,spend_weekly_total_pred,spend_valendin_mape,spend_horizon_abs_bias_pct,spend_horizon_bias_pct,spend_weekly_mean_pct_mape,spend_weekly_mean_pct_bias_pct,spend_weekly_bias_pct,spend_weekly_mape,spend_mase,spend_mase_scale,clv_mae,clv_rmse,clv_spearman,clv_decile_lift,clv_normalized_gini,clv_total_true,clv_total_pred,calibration_temperature_source,validation_temperature,smearing_source,calibration_source,validation_freq_true_total,validation_freq_pred_total,validation_spend_true_total,validation_spend_pred_total,validation_freq_calibration_factor,validation_spend_calibration_factor,validation_rolling_origin_count,protocol_name,cohort_size,calibration_weeks,holdout_weeks,inference_mode,n_scenarios,run_valid,run_invalid_reason,run_warning,epochs_completed,max_epochs_configured
lstm_base_cdnow_v2_seed42_sample,lstm_base,cdnow,v2,42,sample,strict,valendin_aggregate_mape_v1,1.3339738845825195,0.4947376847267151,0.627075493308027,2.1441565603403143,74.75762916573115,-74.75763021105509,34.388509416236325,1196.0,301.8987551778555,74.75762916573115,-74.75762916573115,73.64262393595263,-73.64262393595263,-74.75762916573115,74.75762916573115,74.75762916573115,0.28272729252519657,0.08338133039507842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,0.75,,rolling_origin_autoregressive,120.0,36.49287509918213,0.0,0.0,2.1441565603403143,1.0,2,cdnow_sample_52x26,2349,52,26,sample,200,True,,,225,300
lstm_joint_cdnow_v2_seed42_sample,lstm_joint,cdnow,v2,42,sample,strict,valendin_aggregate_mape_v1,1.2339390516281128,0.4958597421646118,0.6192578291174448,2.30923857770509,45.01994375893255,-45.01994461518865,22.229400370126733,1196.0,657.5614726431668,48.32478341331898,-45.01994375893255,46.40782183527265,-42.57420213724259,-45.01994375893255,48.32478341331898,48.32478341331898,0.3422925815893361,0.08338133039507842,1.178212124482749,2.024659500895032,18.4157657623291,49.58674240112305,0.6516422669683845,1.4752103090286255,1.7124587297439575,-0.011654973030090332,-40.35354180713545,717.3391774967209,43103.43998063614,25709.67340107746,43.26990751386309,40.3535462305855,-40.3535462305855,40.605323451182386,-35.4525128372576,-40.35354623058552,43.26990751386309,0.6017246932763186,1.7675491305339937,18.027568817138672,48.54901885986328,0.3805015366149258,5.257362663863912,0.6524146603945274,42218.734375,25242.04296875,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,120.0,33.16312217712402,4587.64013671875,1504.480224609375,2.30923857770509,2.024659500895032,2,cdnow_sample_52x26,2349,52,26,sample,200,True,,,180,300
transformer_joint_cdnow_v2_seed42_sample,transformer_joint,cdnow,v2,42,sample,strict,valendin_aggregate_mape_v1,1.3223686218261719,0.47591862082481384,0.6633422232402894,2.7515418776834655,64.9394502087705,-64.9394516960833,29.872147096034425,1196.0,419.3241755031049,64.9394502087705,-64.9394502087705,64.35738329948231,-64.35738329948231,-64.9394502087705,64.9394502087705,64.9394502087705,0.3040731275267823,0.08338133039507842,1.2096483183125275,2.3710821518320895,17.073984146118164,51.71665954589844,0.6701672685527222,0.916655957698822,1.501408576965332,0.22233963012695312,-62.49628890532223,1036.078879286783,43103.43998063614,16165.389119179785,62.49629002594236,62.49629002594236,-62.49629002594236,61.470952041719464,-61.470952041719464,-62.49629002594236,62.49629002594236,0.5244216330200002,1.7675491305339937,16.718311309814453,50.636680603027344,0.44115414776261525,5.1932458852692625,0.6705178790888978,42218.734375,15907.361328125,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,120.0,26.648405075073242,4587.64013671875,1225.9323120117188,2.7515418776834655,2.3710821518320895,2,cdnow_sample_52x26,2349,52,26,sample,200,True,,,168,300
lstm_base_dunnhumby_v2_seed42_sample,lstm_base,dunnhumby,v2,42,sample,strict,valendin_aggregate_mape_v1,14.108920097351074,8.573118209838867,0.8759398711843163,1.0161472019344178,4.86441433400406,4.8644144412653,157.15405032758346,62910.0,65970.20305752195,5.495770318243262,4.86441433400406,7.293267713749177,6.698779583357403,4.86441433400406,5.495770318243262,5.495770318243262,1.0370258125649576,0.8235297098438245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolling_origin_autoregressive,1.0,,rolling_origin_autoregressive,6257.0,6061.25537109375,0.0,0.0,1.0161472019344178,1.0,2,dunnhumby_configured_80x22,2498,80,22,sample,200,True,,,176,300
lstm_joint_dunnhumby_v2_seed42_sample,lstm_joint,dunnhumby,v2,42,sample,strict,valendin_aggregate_mape_v1,14.813919067382812,8.611586570739746,0.8692603509375441,1.0508724268109897,3.51089707211929,-3.5108997476553805,220.54796374845318,62910.0,60701.294651929755,7.712693057488427,-3.51089707211929,8.991188452015562,-1.8402705297017379,-3.51089707211929,7.712693057488427,7.712693057488427,1.017917564709083,0.8235297098438245,1.3551423199152322,0.986989759713786,297.8188781738281,472.1966857910156,0.8538228161368449,0.7286525368690491,1.2037779092788696,0.5083655118942261,-6.798004926011281,9430.680027741722,1965992.2999520553,1832344.0109034015,10.553192940551067,6.7980067394929815,-6.7980067394929815,11.530135086864597,-4.804142477063739,-6.798006739492952,10.553192940551067,1.078571224731711,27.51521755817735,291.91033935546875,462.8266296386719,0.8175442231128746,3.26153904007129,0.8542828643452143,1929812.75,1797925.25,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,6257.0,5679.17333984375,181327.578125,186171.859375,1.0508724268109897,0.986989759713786,2,dunnhumby_configured_80x22,2498,80,22,sample,200,True,,,300,300
transformer_joint_dunnhumby_v2_seed42_sample,transformer_joint,dunnhumby,v2,42,sample,strict,valendin_aggregate_mape_v1,15.181479454040527,9.047652244567871,0.8670102834020017,1.0530596161399055,5.576593542498619,5.576592552853282,178.8522653764918,62910.0,66418.23499758588,6.254569763603274,5.576593542498619,7.972910062361844,7.337117025251596,5.576593542498619,6.254569763603274,6.254569763603274,1.0440947524730115,0.8235297098438245,1.3684366960863656,0.9758750899777738,311.51776123046875,502.70526123046875,0.8564570814800831,0.7328108549118042,1.195847511291504,0.5148218870162964,3.4386262204238087,7368.619938428008,1965992.2999520553,2033595.384562655,8.245690415439041,3.4386240786521998,3.4386240786521998,10.094946466699666,5.718895583276353,3.43862407865222,8.245690415439041,1.1086463995956466,27.51521755817735,305.31451416015625,492.706298828125,0.8166595028569619,3.2692583061371785,0.856845783432487,1929812.75,1994900.0,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,6257.0,5656.7138671875,181327.578125,190520.140625,1.0530596161399055,0.9758750899777738,2,dunnhumby_configured_80x22,2498,80,22,sample,200,True,,,294,300
extension3_lstm_dynamic_dunnhumby_final_seed42_sample,extension3_lstm_dynamic,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.3201045989990234,2.0222482681274414,0.848602151255702,1.029640155567318,4.929000350415727,-4.9290083810646905,146.29273040033877,11872.0,11286.829078398645,4.929000350415727,-4.929000350415727,4.912727733112498,-4.912727733112498,-4.929000350415727,4.929000350415727,4.929000350415727,0.9764310244109897,0.8235297098438245,1.3546142402879586,0.9818747112137485,63.14028549194336,101.10760498046875,0.8284102137197019,1.054125189781189,1.5211745500564575,0.4743971824645996,-5.897178472066679,5117.652121481977,347125.7604829216,326655.15199699375,5.897173536602176,5.897173536602163,-5.897173536602163,5.740949409490656,-5.740949409490656,-5.897173536602176,5.897173536602176,0.9689524594013533,27.51521755817735,62.97045135498047,100.83236694335938,0.7931439842438559,3.397916678611208,0.828429191600612,346205.21875,325772.84375,rolling_origin_autoregressive,0.9,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,2091.0423583984375,63355.44140625,65738.5,1.029640155567318,0.9818747112137485,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_lstm_full_dunnhumby_final_seed42_sample,extension3_lstm_full,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.3178775310516357,2.0152785778045654,0.8540210145668099,1.0791714334394669,7.452001537897967,-7.451997741534703,221.1754056448117,11872.0,10987.298377420753,7.452001537897967,-7.452001537897967,7.440025697792896,-7.440025697792896,-7.452001537897967,7.452001537897967,7.452001537897967,0.9548086581909273,0.8235297098438245,1.3583327087332941,0.9980529434898673,63.24248123168945,102.75572967529297,0.8268080550595386,1.003210186958313,1.4137420654296875,0.5460165739059448,-6.537229303789766,5673.106811018606,347125.7604829216,324433.3332388472,6.537235154344264,6.537235154344261,-6.537235154344261,6.414357864282922,-6.414357864282922,-6.537235154344264,6.537235154344264,0.9524761395378738,27.51521755817735,63.07258224487305,102.4771957397461,0.7962560893094573,3.4014129684154466,0.8268184489304229,346205.21875,323563.875,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1912.2144775390625,63355.44140625,63603.119140625,1.0791714334394669,0.9980529434898673,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_lstm_none_dunnhumby_final_seed42_sample,extension3_lstm_none,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.3690600395202637,2.029564380645752,0.8492975010932293,1.0789529705364866,6.647706417664333,-6.647707381338444,197.3039264762774,11872.0,11082.78429409489,6.647706417664333,-6.647706417664333,6.633932619760256,-6.633932619760256,-6.647706417664333,6.647706417664333,6.647706417664333,0.9605783511487591,0.8235297098438245,1.3721683056775256,0.9917541623495277,64.16000366210938,103.83418273925781,0.8250194689056476,1.0143967866897583,1.433437705039978,0.5332790613174438,-4.629671307876181,4017.696877767994,347125.7604829216,331054.97297184967,4.629672971753605,4.629672971753596,-4.629672971753596,4.491851014569708,-4.491851014569708,-4.629672971753605,4.629672971753605,0.9624759878769052,27.51521755817735,63.98871612548828,103.55228424072266,0.793271405509269,3.4158119335388175,0.8250271191270638,346205.21875,330164.4375,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1912.93603515625,63355.44140625,64417.798828125,1.0789529705364866,0.9917541623495277,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
extension3_lstm_static_dunnhumby_final_seed42_sample,extension3_lstm_static,dunnhumby,final,42,sample,strict,valendin_aggregate_mape_v1,3.37023663520813,2.028343677520752,0.8529296337208062,1.0845905971769012,8.163024868654222,-8.163016183035714,242.27857810165733,11872.0,10902.88568759337,8.163024868654222,-8.163024868654222,8.147116610198918,-8.147116610198918,-8.163024868654222,8.163024868654222,8.163024868654222,0.9579862699953724,0.8235297098438245,1.3575136753342432,0.9997017932212815,62.88976287841797,101.43167114257812,0.8287816530863421,1.0075478553771973,1.4245933294296265,0.5390206575393677,-6.356017956028904,5515.848658536739,347125.7604829216,325062.3658487747,6.356023420287895,6.35602342028789,-6.35602342028789,6.223397636571838,-6.223397636571838,-6.356023420287895,6.356023420287895,0.9532651995270282,27.51521755817735,62.7199821472168,101.15693664550781,0.7969906896460739,3.38229581259683,0.8287916688104089,346205.21875,324188.1875,rolling_origin_autoregressive,0.75,rolling_origin_autoregressive,rolling_origin_autoregressive,2215.0,1894.4882202148438,63355.44140625,63393.25,1.0845905971769012,0.9997017932212815,2,dunnhumby_configured_80x4,2498,80,4,sample,30,True,,,100,100
